T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0,0,0,0,0,80,80
3,0.9373858308919136,287,186,313,283,-18,91
4,0,0,0,0,0,80,80
5,0.6059053458516466,271,285,504,479,84,11
6,0,0,0,0,0,80,80
7,0,0,0,0,0,80,80
8,0,0,0,0,0,80,80
9,0,0,0,0,0,80,80
10,0,0,0,0,0,80,80
11,0,0,0,0,0,80,80
12,0,0,0,0,0,80,80
13,0.9692308192489695,487,357,318,93,24,-92
14,0.8110441712893899,6,598,344,576,-57,-75
15,0,0,0,0,0,80,80
16,0.8599303069404363,382,45,64,527,27,-32
17,0,0,0,0,0,80,80
18,0.7726705422240013,596,298,227,395,-25,-35
19,0,0,0,0,0,80,80
20,0,0,0,0,0,80,80
21,0,0,0,0,0,80,80
22,0,0,0,0,0,80,80
23,0.9547025867345511,453,184,259,186,-35,-81
24,0.6755872466135232,257,315,590,592,-43,53
25,0,0,0,0,0,80,80
26,0.9979864904097565,30,612,9,467,79,-93
27,0.8435929780534405,22,264,39,276,-40,14
28,0,0,0,0,0,80,80
29,0,0,0,0,0,80,80
30,0.9970668836604101,150,368,190,530,-74,28
31,0,0,0,0,0,80,80
32,0,0,0,0,0,80,80
33,0.6682650581025145,184,88,198,184,90,-95
34,0.9973999974525434,463,372,79,60,65,-48
35,0,0,0,0,0,80,80
36,0.6429680745745601,297,529,306,383,-43,61
37,0,0,0,0,0,80,80
38,0.7304327856929839,477,35,73,187,15,-37
39,0,0,0,0,0,80,80
40,0,0,0,0,0,80,80
41,0.7129516728667545,72,215,418,172,-29,-93
42,0,0,0,0,0,80,80
43,0,0,0,0,0,80,80
44,0.7022084314642117,47,560,485,73,-21,82
45,0,0,0,0,0,80,80
46,0.6000827603297536,347,427,615,61,35,-17
47,0,0,0,0,0,80,80
48,0.9621279202950888,27,609,561,413,51,69
49,0,0,0,0,0,80,80
50,0.9194814607286463,256,618,348,245,-56,80
51,0,0,0,0,0,80,80
52,0.8640880684764242,474,588,385,125,-91,-24
53,0.766762225883531,493,398,225,431,50,12
54,0.7419890023492651,401,77,60,565,13,59
55,0,0,0,0,0,80,80
56,0,0,0,0,0,80,80
57,0,0,0,0,0,80,80
58,0,0,0,0,0,80,80
59,0,0,0,0,0,80,80
60,0,0,0,0,0,80,80
61,0,0,0,0,0,80,80
62,0.7494743734220188,43,567,137,387,4,-95
63,0,0,0,0,0,80,80
64,0,0,0,0,0,80,80
65,0.6408484184108132,287,381,293,41,67,13
66,0.8064568592670838,586,187,331,608,-27,58
67,0.8521827998647892,267,236,506,17,-1,99
68,0.7905499180655001,265,205,405,541,-15,-19
69,0,0,0,0,0,80,80
70,0,0,0,0,0,80,80
71,0.7398456001118345,122,9,410,588,-48,59
72,0,0,0,0,0,80,80
73,0.6309410853434857,337,567,472,336,17,80
74,0,0,0,0,0,80,80
75,0.7627959032929047,28,434,166,43,-36,-75
76,0,0,0,0,0,80,80
77,0,0,0,0,0,80,80
78,0.6193193173911945,462,277,427,500,-8,-22
79,0.9601779547112235,241,225,26,340,-21,90
80,0,0,0,0,0,80,80
81,0,0,0,0,0,80,80
82,0,0,0,0,0,80,80
83,0,0,0,0,0,80,80
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0,0,0,0,0,80,80
87,0,0,0,0,0,80,80
88,0.7246775325422943,217,387,372,581,30,77
89,0.8072683379088333,168,526,175,86,45,-18
90,0,0,0,0,0,80,80
91,0,0,0,0,0,80,80
92,0,0,0,0,0,80,80
93,0.9815224061771083,452,516,522,464,-18,87
94,0,0,0,0,0,80,80
95,0.6177162314570755,435,518,214,375,69,-49
96,0.6974855790371449,290,166,257,605,-83,21
97,0,0,0,0,0,80,80
98,0.7979467373762971,83,457,607,455,-65,-17
99,0,0,0,0,0,80,80
100,0.6328961182391075,600,486,18,119,51,-27
