T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.7588054301089117,195,86,301,396,25,-16
2,0,0,0,0,0,80,80
3,0,0,0,0,0,80,80
4,0.9877194589510723,539,23,221,386,72,-37
5,0.6023189371365919,197,260,210,192,98,-15
6,0.7044998668292421,517,335,76,151,-85,21
7,0,0,0,0,0,80,80
8,0.7565653284794547,445,101,409,109,-12,82
9,0.8820013903099571,607,144,49,78,14,93
10,0,0,0,0,0,80,80
11,0,0,0,0,0,80,80
12,0,0,0,0,0,80,80
13,0,0,0,0,0,80,80
14,0,0,0,0,0,80,80
15,0.917086189192504,194,283,450,358,40,-40
16,0,0,0,0,0,80,80
17,0.7099820002354024,308,256,323,345,-69,8
18,0.7887039239672046,349,471,397,561,-75,66
19,0,0,0,0,0,80,80
20,0,0,0,0,0,80,80
21,0,0,0,0,0,80,80
22,0.9777169307442799,141,25,362,583,-30,-51
23,0,0,0,0,0,80,80
24,0.7121751940693051,242,256,51,291,-2,-3
25,0.9746892584293795,197,4,366,528,-44,81
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0,0,0,0,0,80,80
29,0,0,0,0,0,80,80
30,0,0,0,0,0,80,80
31,0.7624336174668407,317,314,395,526,-33,7
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0.6973444543878106,383,397,244,281,33,79
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0,0,0,0,0,80,80
39,0.9057307053348134,209,243,380,357,-72,14
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0,0,0,0,0,80,80
43,0,0,0,0,0,80,80
44,0.6369380550960648,392,46,383,273,53,-53
45,0,0,0,0,0,80,80
46,0,0,0,0,0,80,80
47,0.7230218101207502,75,359,579,26,14,-3
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0.9336057575410778,596,16,348,33,-95,-64
51,0.9318112529099912,137,595,128,243,61,-82
52,0.6845493511471693,173,526,2,124,81,13
53,0,0,0,0,0,80,80
54,0,0,0,0,0,80,80
55,0.7360053664798221,150,606,582,84,-44,74
56,0.6524114018043318,468,418,113,598,100,30
57,0,0,0,0,0,80,80
58,0.7474026770616172,307,188,302,468,58,27
59,0,0,0,0,0,80,80
60,0,0,0,0,0,80,80
61,0,0,0,0,0,80,80
62,0.9636465987702784,95,191,136,467,75,54
63,0,0,0,0,0,80,80
64,0.8513595526116585,311,322,83,345,-66,-28
65,0.6552723881914926,44,162,167,12,-66,61
66,0,0,0,0,0,80,80
67,0.9081202468786852,34,468,339,116,-8,71
68,0,0,0,0,0,80,80
69,0,0,0,0,0,80,80
70,0,0,0,0,0,80,80
71,0.7541865186643049,277,309,526,324,76,-47
72,0.8692084006829317,254,312,575,580,-70,30
73,0.7929148352802529,545,514,21,425,-79,-12
74,0.9516442682158057,440,571,494,93,32,-33
75,0,0,0,0,0,80,80
76,0,0,0,0,0,80,80
77,0,0,0,0,0,80,80
78,0.6733305151764376,271,567,340,146,-59,-75
79,0,0,0,0,0,80,80
80,0,0,0,0,0,80,80
81,0,0,0,0,0,80,80
82,0.8688771088368741,302,237,30,521,-44,100
83,0.604705206453178,476,181,283,320,71,62
84,0.7275950215237497,279,384,334,484,-10,8
85,0.8952279534694538,21,76,447,159,100,30
86,0,0,0,0,0,80,80
87,0.8455043222210872,510,584,69,280,32,-61
88,0,0,0,0,0,80,80
89,0,0,0,0,0,80,80
90,0,0,0,0,0,80,80
91,0.6354174351202316,168,65,87,139,70,-1
92,0,0,0,0,0,80,80
93,0.6772050422757734,591,109,251,402,29,57
94,0,0,0,0,0,80,80
95,0.9999106017734578,330,581,276,341,22,-18
96,0,0,0,0,0,80,80
97,0.9882861155842645,457,101,156,42,38,12
98,0,0,0,0,0,80,80
99,0,0,0,0,0,80,80
100,0.9762501977245239,49,469,311,468,74,-42
