T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.7216686046757053,36,280,582,225,40,-53
2,0,0,0,0,0,80,80
3,0.9788408900865135,330,38,455,420,57,13
4,0.6245251342826027,122,573,245,356,-95,-58
5,0,0,0,0,0,80,80
6,0,0,0,0,0,80,80
7,0.8378346168699273,165,159,568,499,82,42
8,0.9655299168288568,6,292,542,275,-35,96
9,0,0,0,0,0,80,80
10,0.8144578330161898,590,191,403,229,-41,43
11,0,0,0,0,0,80,80
12,0.9065202077728495,152,253,40,318,-54,-5
13,0.8130047552497663,24,339,475,403,51,8
14,0.8830209135597614,479,595,374,311,82,-4
15,0,0,0,0,0,80,80
16,0,0,0,0,0,80,80
17,0.9101618542261651,210,477,526,601,85,87
18,0.6528571756735734,146,232,362,510,33,26
19,0,0,0,0,0,80,80
20,0.6845816385484441,600,468,27,614,56,66
21,0.7121277283820777,74,331,123,60,11,-16
22,0,0,0,0,0,80,80
23,0,0,0,0,0,80,80
24,0,0,0,0,0,80,80
25,0,0,0,0,0,80,80
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0.7440344388391872,386,24,46,399,-96,-100
29,0.9172752062405863,261,23,202,419,63,-2
30,0,0,0,0,0,80,80
31,0,0,0,0,0,80,80
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0.8977134953223331,146,467,74,540,-57,-79
35,0,0,0,0,0,80,80
36,0,0,0,0,0,80,80
37,0.868249830772071,557,528,315,497,48,-63
38,0.8143841837169828,170,31,298,231,37,39
39,0.735990795449895,197,52,43,603,42,-4
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0,0,0,0,0,80,80
43,0.7682165941472717,540,133,65,448,82,37
44,0,0,0,0,0,80,80
45,0,0,0,0,0,80,80
46,0.9852565007536705,43,416,67,296,9,-28
47,0.8292857430415628,525,201,182,47,72,51
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0,0,0,0,0,80,80
51,0,0,0,0,0,80,80
52,0.6160903987189248,313,16,166,603,10,-24
53,0,0,0,0,0,80,80
54,0,0,0,0,0,80,80
55,0,0,0,0,0,80,80
56,0,0,0,0,0,80,80
57,0,0,0,0,0,80,80
58,0.7559023265986964,592,550,397,450,-6,66
59,0.6877141976861207,346,26,235,102,56,-67
60,0,0,0,0,0,80,80
61,0.8017631646668458,465,476,504,485,8,-13
62,0.7030375599157748,167,223,573,459,-16,6
63,0,0,0,0,0,80,80
64,0,0,0,0,0,80,80
65,0.9535669083607952,340,471,125,260,-59,-47
66,0.6299076162456488,261,518,448,356,-28,-2
67,0,0,0,0,0,80,80
68,0,0,0,0,0,80,80
69,0,0,0,0,0,80,80
70,0,0,0,0,0,80,80
71,0.845566970158422,123,280,71,552,86,-54
72,0,0,0,0,0,80,80
73,0,0,0,0,0,80,80
74,0,0,0,0,0,80,80
75,0,0,0,0,0,80,80
76,0.9481670430029616,114,151,26,296,-93,-63
77,0,0,0,0,0,80,80
78,0,0,0,0,0,80,80
79,0,0,0,0,0,80,80
80,0,0,0,0,0,80,80
81,0,0,0,0,0,80,80
82,0.7995634075578049,23,50,120,609,-82,35
83,0.9886452721069515,207,522,121,345,62,-13
84,0,0,0,0,0,80,80
85,0.6806527677436053,73,562,519,508,-43,-52
86,0.8477657351978288,372,12,123,579,-95,-65
87,0,0,0,0,0,80,80
88,0,0,0,0,0,80,80
89,0,0,0,0,0,80,80
90,0,0,0,0,0,80,80
91,0,0,0,0,0,80,80
92,0,0,0,0,0,80,80
93,0,0,0,0,0,80,80
94,0,0,0,0,0,80,80
95,0,0,0,0,0,80,80
96,0,0,0,0,0,80,80
97,0,0,0,0,0,80,80
98,0,0,0,0,0,80,80
99,0,0,0,0,0,80,80
100,0,0,0,0,0,80,80
