T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0.7850238854854267,585,399,247,373,-94,33
3,0,0,0,0,0,80,80
4,0,0,0,0,0,80,80
5,0.7964186801139439,334,300,482,613,-97,84
6,0,0,0,0,0,80,80
7,0.9950181200759883,273,94,356,397,59,75
8,0,0,0,0,0,80,80
9,0,0,0,0,0,80,80
10,0,0,0,0,0,80,80
11,0,0,0,0,0,80,80
12,0,0,0,0,0,80,80
13,0,0,0,0,0,80,80
14,0.9110737638186948,532,91,522,491,66,-92
15,0.9856436491149879,149,51,251,93,-46,-24
16,0.8119843087273347,351,438,507,589,11,57
17,0,0,0,0,0,80,80
18,0.8623550962222294,514,209,124,301,54,35
19,0.6495633988320381,309,223,85,573,13,-38
20,0.6558967764408009,142,515,586,116,-65,21
21,0.7978874888195681,151,82,275,152,-26,-47
22,0.9112909241332439,143,54,325,246,62,-50
23,0.7878596961915786,51,25,576,33,32,-83
24,0.8209321275243824,506,65,600,61,98,81
25,0,0,0,0,0,80,80
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0,0,0,0,0,80,80
29,0.8199639507469982,225,39,345,162,-99,76
30,0.8218954779154855,207,619,411,371,-97,41
31,0,0,0,0,0,80,80
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0,0,0,0,0,80,80
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0,0,0,0,0,80,80
39,0,0,0,0,0,80,80
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0,0,0,0,0,80,80
43,0,0,0,0,0,80,80
44,0,0,0,0,0,80,80
45,0,0,0,0,0,80,80
46,0.7860569608507639,176,149,275,225,-91,-88
47,0,0,0,0,0,80,80
48,0.8167040773346823,453,236,400,425,25,-4
49,0.6394398982894364,129,19,33,611,-41,-12
50,0,0,0,0,0,80,80
51,0,0,0,0,0,80,80
52,0,0,0,0,0,80,80
53,0,0,0,0,0,80,80
54,0,0,0,0,0,80,80
55,0.8449717925553372,205,340,447,309,-94,79
56,0.9126805022773021,477,13,392,107,49,-97
57,0,0,0,0,0,80,80
58,0,0,0,0,0,80,80
59,0,0,0,0,0,80,80
60,0.9968630241519367,318,83,205,612,96,-24
61,0,0,0,0,0,80,80
62,0.9210448136017861,414,521,266,507,12,38
63,0.864755464413122,115,411,250,46,94,-97
64,0,0,0,0,0,80,80
65,0,0,0,0,0,80,80
66,0,0,0,0,0,80,80
67,0,0,0,0,0,80,80
68,0,0,0,0,0,80,80
69,0.8039009515046988,357,375,317,579,-60,-11
70,0,0,0,0,0,80,80
71,0,0,0,0,0,80,80
72,0,0,0,0,0,80,80
73,0.7206339268483888,266,592,100,121,69,-52
74,0.9374162964116696,470,611,237,573,-100,73
75,0,0,0,0,0,80,80
76,0,0,0,0,0,80,80
77,0,0,0,0,0,80,80
78,0,0,0,0,0,80,80
79,0,0,0,0,0,80,80
80,0.6634644755332666,60,95,492,194,-5,-57
81,0.7249219599368717,129,372,75,180,-42,-55
82,0,0,0,0,0,80,80
83,0.7088585660462914,247,383,444,470,74,-59
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0.680841480798029,122,70,255,287,59,5
87,0.6626631872354993,561,298,491,142,-67,-41
88,0.656472328094299,184,440,389,276,-20,49
89,0,0,0,0,0,80,80
90,0.6628881236176055,177,41,447,523,-49,-40
91,0.963938920677338,79,136,436,326,-20,87
92,0.6227087590014595,308,390,78,309,-66,33
93,0,0,0,0,0,80,80
94,0,0,0,0,0,80,80
95,0.7883991945148296,390,27,44,335,-38,-33
96,0.7341032002609439,26,465,126,188,-50,-43
97,0,0,0,0,0,80,80
98,0.6963066092016276,575,55,122,586,-25,-33
99,0.891948716765194,581,270,36,499,-99,11
100,0,0,0,0,0,80,80
