T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0.9243985893698651,374,430,84,295,57,-7
3,0,0,0,0,0,80,80
4,0.6027124627094033,599,455,288,407,-68,43
5,0,0,0,0,0,80,80
6,0,0,0,0,0,80,80
7,0,0,0,0,0,80,80
8,0.632796541274539,577,237,279,185,-55,61
9,0.9961832910500504,606,499,38,68,76,-42
10,0.830587784032394,288,56,505,56,-82,-44
11,0.7416465328045116,456,69,274,487,-77,-2
12,0,0,0,0,0,80,80
13,0.6428010147824758,290,177,498,588,87,-75
14,0.9076259709677087,405,58,378,118,80,-21
15,0,0,0,0,0,80,80
16,0,0,0,0,0,80,80
17,0,0,0,0,0,80,80
18,0.790390324191606,490,298,294,79,-65,-71
19,0,0,0,0,0,80,80
20,0.8111203016053532,317,507,141,85,76,84
21,0,0,0,0,0,80,80
22,0.7593995033032296,132,528,132,139,81,65
23,0,0,0,0,0,80,80
24,0,0,0,0,0,80,80
25,0.6482316641541901,73,457,574,526,-94,28
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0.6916290669559481,541,92,65,522,-23,91
29,0.6795952154659626,47,108,32,507,59,25
30,0.9312880465821991,280,590,218,134,-56,-55
31,0,0,0,0,0,80,80
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0,0,0,0,0,80,80
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0,0,0,0,0,80,80
39,0,0,0,0,0,80,80
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0.7481612361690709,28,280,33,461,80,-39
43,0,0,0,0,0,80,80
44,0,0,0,0,0,80,80
45,0.8962824918118683,510,209,60,546,-21,-81
46,0,0,0,0,0,80,80
47,0,0,0,0,0,80,80
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0,0,0,0,0,80,80
51,0,0,0,0,0,80,80
52,0.6371399895423182,574,127,554,212,52,38
53,0,0,0,0,0,80,80
54,0.7915139428037717,609,266,405,341,-56,61
55,0,0,0,0,0,80,80
56,0,0,0,0,0,80,80
57,0,0,0,0,0,80,80
58,0.9974637186011316,426,544,3,142,54,74
59,0.6012721139264554,555,165,1,425,-40,96
60,0,0,0,0,0,80,80
61,0,0,0,0,0,80,80
62,0,0,0,0,0,80,80
63,0,0,0,0,0,80,80
64,0.6615895909579685,405,486,557,152,-16,-19
65,0.6005684358679141,386,534,464,449,2,40
66,0.7809368956156434,10,368,224,127,13,-95
67,0,0,0,0,0,80,80
68,0.6660964913997118,167,597,513,144,-6,83
69,0.699124885422334,320,200,124,289,18,58
70,0.7193568774285275,359,411,413,564,5,-46
71,0.6751949310977201,228,406,154,496,77,39
72,0,0,0,0,0,80,80
73,0,0,0,0,0,80,80
74,0.7947280624122458,157,527,285,43,-38,33
75,0,0,0,0,0,80,80
76,0,0,0,0,0,80,80
77,0.947064306797326,583,420,530,60,39,22
78,0,0,0,0,0,80,80
79,0.954600310257115,64,256,600,354,5,71
80,0,0,0,0,0,80,80
81,0,0,0,0,0,80,80
82,0,0,0,0,0,80,80
83,0,0,0,0,0,80,80
84,0.9032542325071512,39,100,65,123,94,22
85,0,0,0,0,0,80,80
86,0,0,0,0,0,80,80
87,0,0,0,0,0,80,80
88,0.8911804904949792,497,208,72,39,95,26
89,0,0,0,0,0,80,80
90,0,0,0,0,0,80,80
91,0,0,0,0,0,80,80
92,0.7665557402869609,403,359,108,250,76,-32
93,0,0,0,0,0,80,80
94,0.8218136227428819,533,245,465,160,-50,63
95,0,0,0,0,0,80,80
96,0.7557176487879218,341,404,331,279,-18,43
97,0.6175334013722998,162,7,585,603,27,-53
98,0,0,0,0,0,80,80
99,0.84748900787589,616,606,210,121,-35,64
100,0.8711883888904493,215,531,231,124,-56,78
