T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0,0,0,0,0,80,80
3,0.7786447409008295,34,55,541,341,-19,5
4,0,0,0,0,0,80,80
5,0,0,0,0,0,80,80
6,0,0,0,0,0,80,80
7,0.7022333084124572,289,319,440,20,32,-76
8,0.7235895079666698,505,426,465,607,-2,-22
9,0,0,0,0,0,80,80
10,0,0,0,0,0,80,80
11,0,0,0,0,0,80,80
12,0.8100651448797244,90,249,44,451,97,57
13,0.8120513926102984,612,132,122,496,-43,44
14,0,0,0,0,0,80,80
15,0.9266675820617749,573,333,390,530,96,-62
16,0,0,0,0,0,80,80
17,0,0,0,0,0,80,80
18,0.6857364328457635,435,570,575,225,-88,-74
19,0,0,0,0,0,80,80
20,0.9087813083034538,156,17,129,539,-17,-2
21,0,0,0,0,0,80,80
22,0,0,0,0,0,80,80
23,0.6147807484105839,116,24,16,123,92,-76
24,0,0,0,0,0,80,80
25,0,0,0,0,0,80,80
26,0,0,0,0,0,80,80
27,0.8242955210081178,394,1,444,458,-74,99
28,0,0,0,0,0,80,80
29,0,0,0,0,0,80,80
30,0.7843732842113347,582,489,190,509,-38,95
31,0.9895642129560581,607,571,588,576,-18,-72
32,0.8023430327907585,348,136,444,569,2,74
33,0.9234165985379773,137,213,310,388,10,-20
34,0,0,0,0,0,80,80
35,0.72314275618621,233,283,217,151,17,-34
36,0,0,0,0,0,80,80
37,0.9378230428518244,348,516,132,193,34,-37
38,0,0,0,0,0,80,80
39,0.8307336753813961,535,495,332,268,-20,-2
40,0,0,0,0,0,80,80
41,0.8431156682977132,401,188,83,282,88,93
42,0,0,0,0,0,80,80
43,0,0,0,0,0,80,80
44,0.7761654803203513,321,129,218,292,61,-1
45,0,0,0,0,0,80,80
46,0,0,0,0,0,80,80
47,0,0,0,0,0,80,80
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0,0,0,0,0,80,80
51,0.6559351439326175,525,539,570,121,-52,-11
52,0,0,0,0,0,80,80
53,0.8772640221977868,242,302,244,387,-77,-93
54,0.7185593668166494,49,75,131,344,46,-28
55,0.8057220247079218,242,420,37,523,87,-9
56,0.726012711038775,14,529,567,492,66,73
57,0,0,0,0,0,80,80
58,0,0,0,0,0,80,80
59,0,0,0,0,0,80,80
60,0.6680916005198287,105,61,333,4,-1,19
61,0,0,0,0,0,80,80
62,0,0,0,0,0,80,80
63,0,0,0,0,0,80,80
64,0.8656753502763584,400,254,122,350,76,-59
65,0,0,0,0,0,80,80
66,0,0,0,0,0,80,80
67,0,0,0,0,0,80,80
68,0,0,0,0,0,80,80
69,0.9660656543375046,70,9,406,471,39,-70
70,0,0,0,0,0,80,80
71,0.891909479243956,137,607,136,477,41,53
72,0.9610427239210977,468,601,283,277,61,-74
73,0,0,0,0,0,80,80
74,0,0,0,0,0,80,80
75,0,0,0,0,0,80,80
76,0,0,0,0,0,80,80
77,0,0,0,0,0,80,80
78,0.739230142156987,427,428,219,402,42,75
79,0,0,0,0,0,80,80
80,0,0,0,0,0,80,80
81,0.9864809927780912,400,293,444,548,90,18
82,0,0,0,0,0,80,80
83,0.7251856457012772,152,113,81,62,-67,70
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0.7021653963551654,575,593,376,371,72,-25
87,0,0,0,0,0,80,80
88,0,0,0,0,0,80,80
89,0.8445073809169729,88,175,66,272,69,91
90,0,0,0,0,0,80,80
91,0,0,0,0,0,80,80
92,0,0,0,0,0,80,80
93,0,0,0,0,0,80,80
94,0,0,0,0,0,80,80
95,0,0,0,0,0,80,80
96,0,0,0,0,0,80,80
97,0.9616093921104883,240,383,194,298,84,71
98,0.6480214834465715,558,464,445,3,-63,-10
99,0.6945562072013196,274,453,145,530,91,99
100,0.7686780919371474,475,317,335,439,59,38
