T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0,0,0,0,0,80,80
3,0.9973836152511449,454,112,330,607,-23,61
4,0,0,0,0,0,80,80
5,0,0,0,0,0,80,80
6,0.6280237699969111,520,262,286,505,59,-77
7,0,0,0,0,0,80,80
8,0,0,0,0,0,80,80
9,0,0,0,0,0,80,80
10,0.6386675170208759,327,350,379,215,57,46
11,0.99385532359514,271,152,294,470,52,-81
12,0,0,0,0,0,80,80
13,0,0,0,0,0,80,80
14,0.8054567265819326,404,134,119,363,-96,53
15,0.7925407864117375,470,504,167,212,20,99
16,0.798898322175055,496,581,586,410,-26,73
17,0.8012255468622671,59,612,588,420,-17,83
18,0,0,0,0,0,80,80
19,0.7025897711319484,287,578,429,202,-25,-6
20,0.9991375857097298,540,106,560,233,-36,-1
21,0,0,0,0,0,80,80
22,0.7742994018727084,153,218,347,399,-66,-78
23,0.8183423982624428,381,356,183,570,-19,80
24,0,0,0,0,0,80,80
25,0,0,0,0,0,80,80
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0,0,0,0,0,80,80
29,0,0,0,0,0,80,80
30,0,0,0,0,0,80,80
31,0,0,0,0,0,80,80
32,0,0,0,0,0,80,80
33,0.6772675405634361,353,13,332,447,52,-66
34,0,0,0,0,0,80,80
35,0.6062638431948771,17,442,601,600,-77,54
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0,0,0,0,0,80,80
39,0.6578909755513324,348,161,159,442,-39,-84
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0,0,0,0,0,80,80
43,0.926676800895418,490,96,26,1,29,-49
44,0.635184923868537,74,422,341,82,1,41
45,0.9895674171221055,539,338,368,174,10,97
46,0,0,0,0,0,80,80
47,0.6813615061156313,363,348,545,28,-22,-35
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0,0,0,0,0,80,80
51,0.8389143780460678,384,349,67,77,90,-50
52,0.8804046301998253,293,409,490,86,-99,-23
53,0,0,0,0,0,80,80
54,0,0,0,0,0,80,80
55,0.8459477249747547,514,64,375,618,-4,58
56,0.6070735516748408,309,227,117,327,34,69
57,0,0,0,0,0,80,80
58,0,0,0,0,0,80,80
59,0.8908612291930899,378,286,476,94,-25,53
60,0.6700951254269468,100,302,561,141,-84,-37
61,0.8112543416775853,14,463,6,538,-97,-7
62,0,0,0,0,0,80,80
63,0.9745804629868025,93,345,218,34,36,99
64,0,0,0,0,0,80,80
65,0,0,0,0,0,80,80
66,0.9167388227260379,361,459,233,208,-22,14
67,0,0,0,0,0,80,80
68,0,0,0,0,0,80,80
69,0,0,0,0,0,80,80
70,0,0,0,0,0,80,80
71,0,0,0,0,0,80,80
72,0.7691968307176933,290,463,231,353,13,-25
73,0,0,0,0,0,80,80
74,0,0,0,0,0,80,80
75,0,0,0,0,0,80,80
76,0,0,0,0,0,80,80
77,0,0,0,0,0,80,80
78,0,0,0,0,0,80,80
79,0,0,0,0,0,80,80
80,0.7989962530905919,511,34,461,108,10,21
81,0,0,0,0,0,80,80
82,0.9283476200753658,396,267,159,350,89,-71
83,0,0,0,0,0,80,80
84,0,0,0,0,0,80,80
85,0.9966852157028331,67,329,568,308,-59,-70
86,0,0,0,0,0,80,80
87,0,0,0,0,0,80,80
88,0.9078030992730243,150,557,52,467,-10,71
89,0,0,0,0,0,80,80
90,0.8827679085379622,201,268,447,97,68,30
91,0,0,0,0,0,80,80
92,0,0,0,0,0,80,80
93,0.8695682266410154,250,596,212,37,30,-57
94,0,0,0,0,0,80,80
95,0.8584782777717731,478,93,459,29,47,-5
96,0,0,0,0,0,80,80
97,0.824934744138867,303,421,574,554,60,-96
98,0,0,0,0,0,80,80
99,0.8380727054261375,78,368,109,264,-16,-14
100,0.6260501134485744,333,295,388,324,-5,56
