T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.8318700784819154,494,587,66,198,2,-22
2,0,0,0,0,0,80,80
3,0,0,0,0,0,80,80
4,0.994514329876091,410,564,427,212,37,-77
5,0,0,0,0,0,80,80
6,0,0,0,0,0,80,80
7,0,0,0,0,0,80,80
8,0,0,0,0,0,80,80
9,0.6291094441067374,97,10,235,412,-21,73
10,0.7878525388911457,591,332,508,292,-68,19
11,0,0,0,0,0,80,80
12,0.8291156719674512,187,300,517,386,50,72
13,0,0,0,0,0,80,80
14,0,0,0,0,0,80,80
15,0,0,0,0,0,80,80
16,0.9648628448530889,71,439,266,581,52,-59
17,0.6431546469131519,56,607,406,135,-98,82
18,0.6200414580925416,454,211,297,417,-68,64
19,0,0,0,0,0,80,80
20,0,0,0,0,0,80,80
21,0,0,0,0,0,80,80
22,0.9349424763120777,424,563,440,140,78,10
23,0,0,0,0,0,80,80
24,0.6766522804487651,351,6,123,87,7,53
25,0,0,0,0,0,80,80
26,0.9711375389593129,298,276,520,542,-12,9
27,0.6710754407561801,95,116,469,181,-48,54
28,0,0,0,0,0,80,80
29,0.7638619548271622,353,203,33,124,-60,99
30,0,0,0,0,0,80,80
31,0,0,0,0,0,80,80
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0.93266575976856,338,557,592,247,-83,37
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0,0,0,0,0,80,80
39,0,0,0,0,0,80,80
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0,0,0,0,0,80,80
43,0.9014462745826207,191,262,469,248,56,-29
44,0.7588365782983668,612,90,87,353,-29,-11
45,0.8140138866125505,239,93,71,65,78,-22
46,0,0,0,0,0,80,80
47,0,0,0,0,0,80,80
48,0.8831335873701812,340,49,557,567,49,15
49,0,0,0,0,0,80,80
50,0.6368863926387487,95,465,105,182,44,24
51,0.9714138683700541,396,473,474,122,11,-65
52,0.7289321693950335,268,354,487,90,57,87
53,0.6550313530460855,424,210,544,404,55,-50
54,0,0,0,0,0,80,80
55,0,0,0,0,0,80,80
56,0,0,0,0,0,80,80
57,0.6384705359786411,469,141,374,233,87,-74
58,0.9055029102777142,254,523,242,550,-30,49
59,0,0,0,0,0,80,80
60,0,0,0,0,0,80,80
61,0,0,0,0,0,80,80
62,0.8366504552347848,523,183,569,420,-61,30
63,0.6748319741036648,269,9,294,308,-19,10
64,0,0,0,0,0,80,80
65,0,0,0,0,0,80,80
66,0.9441362386985245,203,66,567,485,-84,32
67,0.9939841002352044,24,358,268,208,-26,-34
68,0,0,0,0,0,80,80
69,0,0,0,0,0,80,80
70,0,0,0,0,0,80,80
71,0.6880157731861878,27,495,433,87,57,-46
72,0,0,0,0,0,80,80
73,0,0,0,0,0,80,80
74,0,0,0,0,0,80,80
75,0.8060930432856042,88,508,382,208,-17,17
76,0,0,0,0,0,80,80
77,0.9882926619528116,135,404,557,431,-79,94
78,0.7839893123345906,523,72,51,364,45,-79
79,0.8729148242422292,313,617,402,592,-40,-35
80,0,0,0,0,0,80,80
81,0,0,0,0,0,80,80
82,0.8034570554109586,157,319,65,219,16,43
83,0.8907634220350996,448,604,478,300,40,85
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0,0,0,0,0,80,80
87,0,0,0,0,0,80,80
88,0,0,0,0,0,80,80
89,0.850160831705606,319,427,534,304,79,-33
90,0.6156585722733035,167,459,365,212,-51,-69
91,0.9542893488518183,84,5,157,503,-38,-40
92,0,0,0,0,0,80,80
93,0,0,0,0,0,80,80
94,0,0,0,0,0,80,80
95,0,0,0,0,0,80,80
96,0,0,0,0,0,80,80
97,0.6377633565129238,277,446,294,437,16,62
98,0,0,0,0,0,80,80
99,0,0,0,0,0,80,80
100,0.863552520470009,236,220,395,221,-18,-47
