T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.8061910641329104,163,153,370,136,-44,-43
2,0.843057476410197,132,607,462,48,32,-4
3,0.8417246423224195,7,524,64,90,74,-34
4,0.08760722703053136,550,33,281,564,-1,3
5,0.9171698745143819,489,331,551,617,-56,11
6,0.9066797828453994,186,125,387,410,-37,-73
7,0.23311528254456348,483,581,513,429,1,61
8,0.03131099777209523,279,474,581,143,-88,40
9,0.9446103279880068,552,495,88,377,-88,8
10,0.9188462542962581,246,546,389,89,-55,94
11,0.9617740319841188,463,379,608,203,94,24
12,0.3815372548074043,377,604,24,582,23,75
13,0.6160504557391377,143,526,388,332,22,-87
14,0.1657846516785748,563,196,391,502,-54,38
15,0.9194911412916222,503,38,517,517,-76,-94
16,0.36054201538068287,258,532,325,109,26,-36
17,0.7018103067823226,517,122,14,45,32,-70
18,0.49271428454101895,302,162,519,336,-67,32
19,0.18039241667270256,154,176,61,507,14,54
20,0.2014930800114615,481,524,557,218,9,77
21,0.619745920084088,246,241,348,398,26,-88
22,0.5913775419385005,395,367,426,226,-34,37
23,0.5999788626331378,133,381,386,293,77,-39
24,0.35169876296711466,413,540,0,176,-27,28
25,0.10328788142370515,365,581,143,215,40,-49
26,0.6082230719519367,52,385,238,175,45,47
27,0.7379185456833621,401,495,32,261,-68,-27
28,0.04509645767942294,565,615,223,523,70,52
29,0.643603791724172,405,99,74,202,-89,67
30,0.46125506019024165,232,448,545,402,-46,82
31,0.17172455402228148,312,173,330,455,-61,88
32,0.48353161475016604,591,428,599,113,-15,60
33,0.720087133906049,201,55,291,582,-97,32
34,0.07289346417535725,46,484,506,509,75,42
35,0.1760840751178505,111,493,490,607,64,51
36,0.7530932581031524,226,160,608,187,-63,85
37,0.05761890843742634,227,512,244,303,-93,-75
38,0.4780264725625294,528,103,323,44,-62,-67
39,0.9722228012556934,563,199,76,508,-26,-1
40,0.8701941660750447,273,42,281,579,48,40
41,0.1143714106340743,349,257,381,423,-71,-25
42,0.768819106528172,593,454,222,338,-36,51
43,0.42774146418441017,481,133,124,359,-72,37
44,0.16529572640167567,212,24,395,366,-39,-89
45,0.5610376418777147,93,422,374,429,-25,24
46,0.8443530179959294,602,134,407,441,-49,40
47,0.322678171430973,352,378,121,52,-37,-2
48,0.9607323187147632,620,250,531,112,80,50
49,0.4223937793117114,213,324,0,273,-74,92
50,0.6479286614508544,429,255,587,33,1,81
51,0.1907943418197161,18,200,557,370,15,-12
52,0.4003686525717277,51,137,349,431,-36,-3
53,0.40699983609490886,371,610,336,112,74,61
54,0.612582254012433,524,450,545,182,2,-65
55,0.04150193757076892,38,18,247,58,-56,83
56,0.6737973314953128,408,372,462,345,26,77
57,0.443974751157341,73,14,547,352,-5,78
58,0.464457363927122,129,563,525,407,71,-81
59,0.12874334424897305,178,308,348,594,43,90
60,0.3705286475531697,58,423,73,279,-2,-81
61,0.27263822127335435,518,50,323,523,17,92
62,0.7755704663529868,160,33,518,49,90,24
63,0.0901657770214016,122,351,274,503,90,-43
64,0.7229483030559086,11,598,554,510,38,98
65,0.152389480913806,495,420,429,215,-3,-1
66,0.25328568664256323,103,584,36,269,59,73
67,0.6627034685280438,384,591,475,277,69,41
68,0.9839316971025127,135,445,459,503,88,98
69,0.8822562928193843,416,9,355,362,-37,21
70,0.6204143621643168,459,134,233,249,84,84
71,0.460141338551286,214,226,569,91,81,-31
72,0.2535939769579779,89,196,567,435,-12,-23
73,0.29623906645919185,420,50,576,132,-90,-89
74,0.8831485271058958,20,247,619,186,79,36
75,0.08371989243347022,537,103,134,249,4,-76
76,0.3904249499231196,244,597,563,117,18,-56
77,0.6657018467887714,486,288,205,276,69,58
78,0.499295001185303,136,49,265,386,43,-18
79,0.2847410865537724,315,68,464,394,-44,86
80,0.6432473605105252,93,371,501,48,-48,93
81,0.8744034709005107,262,438,269,93,-17,71
82,0.6009763133626185,456,210,344,410,71,17
83,0.6304712449563533,78,429,150,224,3,-73
84,0.021279919005242398,397,522,459,346,33,82
85,0.3642888583319408,490,518,57,219,-99,38
86,0.5936692692932558,536,450,323,70,-90,-31
87,0.6462275186196429,283,8,208,251,-38,55
88,0.7153287073050093,282,225,130,174,61,61
89,0.004462206858160123,265,393,438,523,31,-1
90,0.6342649605852605,141,261,514,315,14,-55
91,0.796943568295846,48,368,580,455,-42,-42
92,0.11321430957664724,432,603,216,459,38,-79
93,0.20793086863399424,97,597,131,592,7,-56
94,0.0628680184979089,161,358,422,553,-13,-63
95,0.9515021634791667,591,209,402,527,22,17
96,0.9939217542724108,288,613,75,202,88,-83
97,0.8220714215106195,613,376,190,492,67,39
98,0.007819516483619782,160,593,620,33,42,22
99,0.4942123793622104,441,560,427,62,70,-98
100,0.07850752708416375,212,114,422,367,-7,-99
