T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.1698381215349386,226,365,294,36,-98,-36
2,0.9181160113793192,593,239,294,298,40,-47
3,0.42001140603650833,507,147,69,193,-22,-36
4,0.18607543460690223,403,123,339,69,67,-26
5,0.3959170263121966,529,405,539,435,-84,-7
6,0.2060546181392926,567,525,357,57,70,89
7,0.8499934691174788,182,357,338,357,63,-11
8,0.12769860224884777,103,110,482,599,-7,20
9,0.9614567532529796,405,456,253,116,-78,21
10,0.39518012443642725,29,523,141,383,-59,6
11,0.8975459401232874,399,516,589,72,13,53
12,0.970704648952963,103,593,220,148,56,-39
13,0.08146917857790281,81,9,23,320,-32,16
14,0.4988562312844411,420,28,5,347,79,13
15,0.5855769840418923,584,475,5,524,-44,-94
16,0.5898300911349534,8,109,523,56,13,25
17,0.5737352925873834,609,191,548,301,-49,-16
18,0.7625238325617,352,194,562,499,6,3
19,0.20581934408160607,105,180,123,446,60,-56
20,0.6133959747826888,88,165,345,364,50,45
21,0.7901681772572282,321,427,399,96,84,-62
22,0.36848095469685405,148,98,120,166,-62,-75
23,0.5384921822127844,472,311,191,295,-15,66
24,0.6362217719202843,191,553,117,333,-50,-75
25,0.06693311749048103,157,606,480,334,-74,95
26,0.004738429616868878,181,595,166,178,-31,45
27,0.7133698546117445,198,82,94,277,9,43
28,0.7790068034561356,487,292,290,383,12,-17
29,0.3407978624242516,233,19,0,295,-88,27
30,0.5490924104473924,559,290,121,202,7,-83
31,0.771494266852415,345,113,4,510,12,12
32,0.21200325232668227,500,609,424,312,-70,-80
33,0.5033287251062842,142,508,127,323,93,65
34,0.6911736768089044,297,152,488,459,39,-28
35,0.6365470299502048,260,377,612,501,-17,-51
36,0.4208815143665009,602,384,274,322,-61,-100
37,0.131503579606554,207,604,591,209,-68,-26
38,0.36983150566154155,84,122,290,42,92,96
39,0.8329688803232894,522,88,188,248,-83,54
40,0.8694531975697979,541,153,202,426,-23,-82
41,0.8744809818566214,572,483,124,332,49,80
42,0.03692069696964928,269,10,298,411,3,-79
43,0.5437106787060191,608,25,230,329,-58,-6
44,0.27262069919757015,511,11,229,473,-74,-83
45,0.7078402939591026,344,524,432,544,98,92
46,0.2007186478528562,36,333,536,198,95,-39
47,0.001509226053801327,449,339,588,612,46,49
48,0.21235762356992605,255,155,513,102,-64,-88
49,0.2260922255696649,551,342,616,582,11,98
50,0.9945886547949281,457,582,379,151,-62,3
51,0.21460997650254865,391,482,123,243,63,44
52,0.3338995431868176,449,517,47,406,43,-61
53,0.24090898056231314,52,41,147,277,-23,72
54,0.8615382678098142,579,54,565,27,-9,15
55,0.6183450084395207,112,481,179,181,-72,-85
56,0.4389933275725961,127,269,465,229,23,-99
57,0.2990956993829659,390,29,271,268,89,36
58,0.6862730269145585,557,453,105,424,62,-36
59,0.5380470443651831,197,130,198,340,-36,27
60,0.49699925324812044,507,18,391,284,-8,-33
61,0.11403859081147172,465,469,94,208,3,94
62,0.2177875357067558,491,138,433,70,87,-48
63,0.2589589191148721,110,19,234,107,16,-77
64,0.9460294931855483,340,443,194,353,25,-5
65,0.3083180245624143,60,153,112,561,-35,-25
66,0.5365211813067053,330,307,465,267,-91,33
67,0.29127747795691483,270,473,390,461,75,-57
68,0.3169771703033254,106,100,338,309,-91,-95
69,0.2763658544630374,447,536,437,262,69,-46
70,0.17111296047013735,46,614,31,463,-88,75
71,0.6422354065263105,192,211,603,191,45,70
72,0.3407626264994492,470,330,383,152,-66,51
73,0.2289944978313272,372,619,154,522,-44,-81
74,0.7694842954872891,444,397,98,430,31,-1
75,0.2393898542188495,127,265,486,113,24,58
76,0.8323375938241877,44,0,417,388,36,70
77,0.9657164635175971,374,260,390,415,64,-9
78,0.4907321276410467,483,38,328,238,81,-84
79,0.048958502228482526,261,97,193,166,-69,84
80,0.13397862082587864,124,7,456,553,-76,-82
81,0.5263713210715635,86,37,591,540,-30,-4
82,0.27805809242792145,365,578,360,134,-52,-65
83,0.873763104682444,280,328,375,472,-23,9
84,0.08536557411645684,52,406,418,522,29,-43
85,0.5911459426310471,318,566,2,434,-42,-10
86,0.2576273355718691,382,536,139,511,65,43
87,0.5321043808104176,461,62,483,268,34,-32
88,0.054970193027362724,449,544,605,10,73,-12
89,0.6501810059224519,540,138,566,255,-54,-75
90,0.09148379105796567,355,442,610,30,-9,-6
91,0.1557589683041447,275,313,29,326,13,-2
92,0.07206122509119961,581,191,603,78,-76,-64
93,0.7501691816820352,532,531,565,228,72,-50
94,0.775875413062168,565,27,398,163,8,-7
95,0.9224399908414384,582,94,537,324,-72,18
96,0.2720120309736239,49,265,450,109,-20,-31
97,0.7380223560711788,189,44,292,19,-80,21
98,0.803639907733054,248,508,366,299,-72,24
99,0.8090995897673493,568,367,62,587,35,-29
100,0.3915176622674864,336,276,23,428,10,22
