T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.303565791393414,456,367,249,260,44,60
2,0.5632517416463823,589,336,275,27,36,-75
3,0.31330532010519596,65,462,116,257,-52,91
4,0.45324599220540585,89,467,547,155,10,94
5,0.6455173170437524,197,152,235,461,37,-22
6,0.29029613398843324,92,173,220,556,74,0
7,0.8781690167568377,12,52,107,363,90,62
8,0.5999264826008295,79,330,14,268,-60,12
9,0.2790607066815862,547,448,115,224,-13,36
10,0.32323718571720317,581,207,192,200,1,-51
11,0.21223301068707723,349,302,113,561,21,2
12,0.13439300801449483,47,581,248,227,-98,-4
13,0.41931176134093495,613,233,506,176,-73,14
14,0.438751119361919,295,445,418,531,94,71
15,0.3835897349127071,513,147,490,320,-74,-90
16,0.823656323817296,338,95,411,519,90,62
17,0.6277112949062178,198,178,601,141,94,6
18,0.691835090104109,363,562,118,97,40,45
19,0.9417605973750028,42,560,490,521,-4,19
20,0.7776600448215236,265,220,201,343,-8,-16
21,0.1629494616199877,146,252,334,8,-35,-55
22,0.7057662530258425,361,88,175,350,-93,-41
23,0.730963886345966,25,145,197,516,-53,49
24,0.18503589906472506,90,179,76,10,-97,-100
25,0.5546630191465801,575,522,459,248,78,-30
26,0.7209786416335728,47,202,376,54,12,-48
27,0.3572500882798362,170,272,72,157,98,7
28,0.007901165552155698,544,300,583,172,-98,-49
29,0.9695709483786881,146,486,203,493,29,19
30,0.8183796189208857,60,459,0,235,-94,-98
31,0.831835344006454,455,106,184,104,-20,-74
32,0.9617671907594014,454,282,36,315,-74,95
33,0.1495976312354923,488,209,469,283,-23,87
34,0.21167556836093304,117,319,111,59,-5,58
35,0.9878082804314442,197,99,200,144,-41,80
36,0.8531700828645657,490,516,173,488,-3,10
37,0.2767854857414207,116,332,565,451,77,71
38,0.3988463461587025,576,473,590,250,14,63
39,0.8708602115609888,415,84,573,22,14,32
40,0.6436698865515572,181,598,368,304,29,10
41,0.0688054169889053,66,490,33,114,42,-23
42,0.8694773486960923,96,517,532,510,-76,-38
43,0.26623935624948214,483,254,559,110,-54,-70
44,0.24956140554457606,100,423,351,140,21,-7
45,0.7898995923432403,475,615,191,469,-86,61
46,0.4954592587069444,379,131,382,233,-58,75
47,0.811671851465793,357,429,519,446,-64,67
48,0.802331018525238,619,146,132,523,18,-83
49,0.18646707750066527,24,205,332,274,-28,-17
50,0.7262700864451916,288,114,129,51,-10,-78
51,0.2492009134214349,426,369,5,216,-25,34
52,0.25649817765056815,48,191,474,543,-30,4
53,0.5929344837607238,86,291,151,547,-81,-4
54,0.1456111102560812,598,561,231,267,-96,45
55,0.0928846582218239,598,570,29,243,20,7
56,0.5396345728538299,33,75,403,83,-42,86
57,0.5621076458978909,55,14,521,595,9,-40
58,0.2527002554831893,29,203,612,250,-80,6
59,0.1246299619548995,592,501,445,303,-49,-92
60,0.23952207309595241,280,448,358,495,43,62
61,0.366220626558759,580,232,200,565,-8,-18
62,0.2268045061264783,126,512,262,356,-22,-9
63,0.5550716226967815,215,554,104,58,26,-2
64,0.3427156258053423,517,183,517,254,-43,76
65,0.1736572086648306,477,495,355,232,-50,-58
66,0.245346352419622,405,369,176,584,12,-82
67,0.946728241152083,447,397,334,519,-43,-46
68,0.36791096493985376,120,97,363,426,35,-36
69,0.4345606438871805,479,536,387,164,23,-30
70,0.5245545839466659,96,286,158,292,91,36
71,0.013205099133913545,336,174,253,588,93,63
72,0.04673995680787013,238,569,500,315,43,-2
73,0.06314357154960748,242,568,497,233,-47,32
74,0.15802487366259999,429,318,485,342,-89,33
75,0.6017191129145832,543,223,169,552,-3,23
76,0.4198309409473552,574,61,68,598,-32,-37
77,0.16152229653037897,324,230,89,517,-42,-43
78,0.467469103652176,463,230,366,265,49,-49
79,0.8378361949520325,455,374,494,586,30,76
80,0.016328512204279888,224,457,452,613,78,95
81,0.9447795221506252,457,363,362,329,90,22
82,0.045203180943943155,555,184,416,324,-46,-80
83,0.5506504199091707,289,217,606,174,86,-38
84,0.6970301491841013,593,175,200,147,-68,-37
85,0.5544618188949891,132,165,607,417,24,-48
86,0.40250417002872585,384,143,322,274,-94,-92
87,0.28859629929633734,188,389,470,270,-43,55
88,0.7141922595703156,35,85,229,64,-14,71
89,0.45722561360567227,406,570,394,291,39,-62
90,0.826396285267344,78,10,48,77,-11,89
91,0.5051192871787944,131,304,501,601,-65,-17
92,0.4172032062880322,610,210,584,58,1,-8
93,0.8362734568372255,590,207,366,496,-10,56
94,0.13301774760917318,75,501,358,55,-37,-36
95,0.4867584232501432,281,104,2,121,-94,-39
96,0.5891930172974313,498,351,471,51,16,31
97,0.7865121594309451,91,195,319,237,-50,-63
98,0.22235994150580796,475,233,537,563,-49,67
99,0.5703635728544623,317,522,460,159,-55,43
100,0.8476509555173004,262,82,138,227,80,-84
