T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.6396641887461162,24,151,164,334,-14,-56
2,0.8184589471783201,508,2,18,345,-32,-83
3,0.08701165835504299,495,421,294,166,12,-67
4,0.19961391581389587,401,277,155,35,27,96
5,0.16740809663541456,447,396,354,500,19,-5
6,0.6846215978632059,383,54,93,116,-79,-75
7,0.7434359560664063,334,249,354,519,-58,-75
8,0.9022691716774568,506,285,493,48,16,-35
9,0.9302888434214537,552,441,205,483,-75,-70
10,0.8858254729272683,290,212,230,590,14,65
11,0.4948379173665445,128,390,66,135,55,-83
12,0.2916660129335821,187,417,301,226,-69,5
13,0.8332148752622157,315,303,606,254,-25,73
14,0.9740921000986238,487,166,450,585,-48,48
15,0.7173545419254921,426,402,429,322,66,-52
16,0.7967342623662653,460,393,119,40,18,70
17,0.15429953753510905,122,320,568,415,-34,-52
18,0.12019117568919313,360,587,98,482,-83,25
19,0.22292403960780938,267,104,126,507,90,-48
20,0.07017512369246359,541,358,343,465,83,-48
21,0.9141833648814902,450,90,255,579,67,26
22,0.3558460488513905,193,252,38,355,-54,20
23,0.6096468732873327,104,486,216,408,6,-51
24,0.11942781577455586,277,269,479,247,-18,-94
25,0.9757787717098091,425,398,173,501,80,-50
26,0.48784296422278683,300,99,528,593,5,-93
27,0.9226269131902736,105,57,494,288,-62,5
28,0.9171238133341703,501,448,554,128,-99,-34
29,0.6818446445972055,551,30,35,260,-68,41
30,0.3813743988317676,225,253,50,399,-26,-20
31,0.8005683132289503,319,56,485,531,-16,78
32,0.18462463029260656,502,371,515,24,11,55
33,0.8201283052479778,251,432,539,319,-38,-66
34,0.24126854032445322,104,241,186,461,-93,-82
35,0.1738675451432139,565,340,322,381,-73,10
36,0.698384554264101,241,272,588,404,9,70
37,0.5334997967066357,581,123,249,451,54,19
38,0.7812181278894077,23,168,240,422,0,58
39,0.7155276850404464,30,319,481,360,-16,43
40,0.08956452209594512,293,347,111,245,21,-55
41,0.8345361274846207,435,303,407,301,-93,-87
42,0.08750070414966926,42,306,317,497,-96,-72
43,0.6828639138742031,392,234,19,207,-77,-85
44,0.6544976801688284,159,510,74,216,36,55
45,0.18322551377384388,153,489,202,148,90,12
46,0.5838107879142413,437,101,1,5,47,-57
47,0.5540566691742944,188,224,314,600,99,23
48,0.16093516379587736,515,226,584,358,2,97
49,0.7730458735480993,426,186,401,462,35,9
50,0.9706222628862701,407,216,608,399,96,-9
51,0.17671754643545434,405,67,319,449,81,7
52,0.8249854286798892,99,320,323,233,-67,84
53,0.2291321878728131,166,602,488,323,30,1
54,0.869806703186103,43,343,543,594,-77,-12
55,0.4594208445818415,318,441,544,437,6,-21
56,0.42310503854252135,104,271,3,525,-33,13
57,0.6377050072913939,231,347,489,70,82,-47
58,0.0029270867430265524,573,200,211,255,-57,-15
59,0.4742273608143621,341,478,19,457,5,-15
60,0.4906441691460718,137,155,420,128,65,58
61,0.6850069984130714,140,221,577,562,87,-30
62,0.49315846075646685,355,115,523,22,72,71
63,0.09112008399366678,139,343,454,564,54,42
64,0.9778685433324149,297,538,338,27,-4,-28
65,0.7681612487160914,446,618,547,398,33,-82
66,0.37946541465793615,225,98,166,10,-79,-18
67,0.4200455504153322,69,48,395,54,10,76
68,0.5532421604768881,609,544,215,599,82,-77
69,0.2034082163022316,126,610,546,202,22,41
70,0.5824439880767068,222,191,532,295,-46,-75
71,0.7878322949722502,87,212,460,563,-68,-51
72,0.05015478563690268,58,570,186,532,67,-37
73,0.8327254733551339,376,447,620,342,-9,56
74,0.4721154871108387,77,421,547,602,-32,5
75,0.5939808875509558,39,66,174,175,-11,-52
76,0.037684915678861786,298,543,414,163,26,-12
77,0.679831940364228,438,397,373,237,31,-82
78,0.7543720217712635,566,482,482,98,13,-56
79,0.12548768666240606,391,604,138,172,-53,-88
80,0.015611578146623284,11,180,126,176,-53,55
81,0.7468639922522099,539,112,78,130,-6,34
82,0.06521169000656035,308,6,462,472,-7,87
83,0.7694719065658803,461,428,204,580,23,-81
84,0.6323741202259399,246,393,234,527,-53,71
85,0.5308575668411741,74,61,171,486,-60,-94
86,0.6154414533526399,431,242,485,113,-30,50
87,0.5908471995130671,420,136,363,551,91,-46
88,0.15796304913824222,401,90,101,594,22,-46
89,0.29988396572967324,431,445,554,391,-98,44
90,0.7311368146595486,187,446,285,463,35,24
91,0.6446547574804901,286,12,426,569,-97,-39
92,0.40879852797827676,8,416,344,541,-96,53
93,0.7672878064405416,38,97,619,597,-48,3
94,0.7364461490902334,258,542,397,492,8,-98
95,0.391000020367981,481,489,97,446,6,23
96,0.6278003238510288,277,226,24,410,78,34
97,0.7380762236007801,327,385,501,299,-81,-60
98,0.18028165657586182,226,397,479,179,63,-96
99,0.5705405147110733,377,391,89,611,-30,47
100,0.22699895970274653,553,548,193,550,-60,-62
