T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.9045053529572993,219,126,173,538,-93,54
2,0.7566128231731076,414,120,222,413,32,75
3,0.16263143003848224,617,150,32,25,52,-96
4,0.819562959105103,70,461,1,151,-79,24
5,0.49366899273111264,511,78,365,249,26,-49
6,0.6389768880454377,488,379,67,320,-49,-91
7,0.30345771721162496,17,146,153,160,34,0
8,0.7732729639199837,439,365,282,117,-32,14
9,0.7970673409485561,359,152,351,39,19,83
10,0.5811640972793408,587,605,195,531,-48,52
11,0.5340382151069529,34,278,111,295,43,-36
12,0.5203510224633644,541,413,195,90,66,47
13,0.37553497430861416,202,195,53,463,-4,7
14,0.24033978910500897,39,165,243,521,9,-89
15,0.7190500172449031,160,193,284,213,28,43
16,0.9699647016657016,467,434,219,396,74,70
17,0.40574184247160716,371,428,589,402,18,-72
18,0.0735388877054286,395,255,4,472,41,-47
19,0.6292424765258547,588,367,546,268,-95,-2
20,0.8859384862369981,284,158,303,78,-70,83
21,0.12986385655596744,275,294,248,570,58,-18
22,0.8745181716993378,196,188,166,416,-69,29
23,0.36864577899321727,399,320,276,438,-99,-90
24,0.36438502182056987,363,489,388,501,-49,82
25,0.5882150664216873,136,190,334,557,86,-91
26,0.3460962494983121,39,371,58,59,58,-17
27,0.04479512699277444,511,198,182,391,83,64
28,0.1890033876878463,130,75,329,34,42,-5
29,0.5451401191723813,285,102,376,266,11,-31
30,0.7769850598050783,387,486,344,192,9,26
31,0.37422873286219216,619,152,46,50,-17,18
32,0.7093206067351848,195,554,365,479,80,-7
33,0.36755902364126236,384,24,155,552,-77,-68
34,0.629227276259738,43,75,357,433,-98,-70
35,0.8012426103286635,619,504,235,341,73,-3
36,0.7536610370892928,432,507,295,57,-68,18
37,0.697497845189826,268,29,36,15,-81,56
38,0.37036088223256813,116,300,356,414,-82,-90
39,0.2587869625250562,63,541,406,467,69,29
40,0.4225222780707991,194,215,583,530,-45,50
41,0.44695272943806374,249,374,555,224,16,-29
42,0.30558650540781285,507,531,69,291,89,12
43,0.3109567078222233,519,0,219,305,4,93
44,0.6583103039370876,551,465,373,448,3,0
45,0.9770844743428098,572,89,574,133,92,-7
46,0.299918411100917,335,225,129,330,32,17
47,0.21075990350250717,115,578,529,213,81,33
48,0.33896975015887243,599,66,550,534,-81,6
49,0.4903493187071408,230,513,604,482,-17,46
50,0.06196689451336912,497,434,214,11,36,66
51,0.535523595126473,581,436,229,325,30,79
52,0.8796002236896484,26,586,380,590,-51,-20
53,0.9905182847476925,526,222,545,187,45,-44
54,0.17195525844000448,87,4,129,391,-6,61
55,0.39130235478972364,144,107,476,58,97,-62
56,0.31546060830489364,143,171,371,416,-17,-68
57,0.917404220783565,616,169,439,606,12,71
58,0.09802814180204655,142,35,354,332,-19,-80
59,0.38280202194095947,377,614,39,560,6,80
60,0.8075790607671661,404,119,580,563,82,-35
61,0.9905755276797809,150,271,382,580,-69,-57
62,0.0084123106912658,578,595,548,141,-18,0
63,0.04130936939602847,89,596,388,406,-60,-60
64,0.6942415130472359,165,274,367,360,50,58
65,0.44624157792852803,19,373,453,377,20,33
66,0.5979857337245085,394,388,284,179,85,-44
67,0.295306262603826,447,357,173,235,36,-15
68,0.6479814999846122,274,616,612,503,-98,-90
69,0.06174243028796622,93,524,13,253,-75,15
70,0.672254690985778,72,212,272,270,36,-74
71,0.7986156144728119,362,186,130,497,74,-76
72,0.34056294176609103,528,506,294,444,71,93
73,0.31088187128643974,462,431,51,511,23,-11
74,0.20974375568593473,170,545,608,567,-32,-49
75,0.5885707889939968,399,482,499,100,-10,44
76,0.8024783506977118,227,298,35,377,-19,-46
77,0.7695463015799843,492,372,517,201,63,66
78,0.049941485088876525,100,226,107,196,69,23
79,0.5634615261856643,584,491,78,376,-95,-40
80,0.1783029534667876,615,532,31,127,-88,-38
81,0.19050877388193455,182,600,37,212,-91,32
82,0.0660522481982786,597,5,297,349,40,16
83,0.3213268885822933,405,615,199,276,-78,100
84,0.7446971962757825,44,20,168,507,-73,5
85,0.2653876589976686,216,193,455,295,28,-72
86,0.5469553180334108,579,133,561,40,-85,-56
87,0.02660398844141376,374,332,39,105,-7,80
88,0.8985376565966822,231,296,264,573,-16,33
89,0.3887118545666618,64,233,527,344,74,-60
90,0.19273951808797873,216,225,67,294,-41,-51
91,0.020516068188342063,393,110,60,208,-31,-39
92,0.5349533565807973,426,492,488,315,-25,-51
93,0.042809013005183805,273,237,428,170,-43,-65
94,0.027005904543363712,517,615,125,372,-97,28
95,0.40391151626857524,143,398,427,4,-5,-98
96,0.8953671370306062,17,519,339,119,-24,77
97,0.5947343343526126,514,451,132,189,8,34
98,0.24015352075899254,375,389,193,145,-10,-83
99,0.8474689225598846,460,333,549,476,-16,-19
100,0.8968139596859193,353,135,446,427,-28,53
