T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.2113022612036708,45,608,607,434,-32,40
2,0.04264114133302632,176,519,417,1,-56,-81
3,0.6087474724601086,245,102,570,129,8,-74
4,0.3986281454626398,464,308,96,471,42,-85
5,0.017121767316259362,28,535,465,432,37,87
6,0.7321779317445419,98,187,57,523,-77,-68
7,0.12664710399962642,368,462,561,561,-25,41
8,0.6633572543409371,400,229,406,415,-48,70
9,0.8659568583592664,560,52,81,580,94,-83
10,0.9339518312411842,40,282,428,148,-100,95
11,0.38311726349524855,57,550,335,575,95,95
12,0.5073814489515792,618,572,420,234,-57,-60
13,0.9180600895779824,185,44,143,459,-57,67
14,0.6368564903797815,165,153,143,555,21,-40
15,0.6464154925416246,618,347,159,277,-24,40
16,0.49832214250349327,273,197,160,617,-27,-40
17,0.7160453137475633,498,133,403,385,57,31
18,0.24402921931333488,272,38,221,164,-66,4
19,0.5832270934730621,303,528,151,237,3,81
20,0.2451598380326505,570,531,338,581,78,-33
21,0.6946592367097069,120,406,501,545,31,8
22,0.14006950340944824,179,264,358,330,-36,-83
23,0.21629946057604998,202,390,25,528,29,6
24,0.806693051881587,225,567,543,602,7,-11
25,0.13028380470710033,567,181,315,237,-94,40
26,0.9469251597663944,481,561,295,171,77,50
27,0.4736211177084999,508,573,169,541,27,82
28,0.3734364228975494,237,534,173,404,-21,20
29,0.7806626305360876,141,350,400,97,42,22
30,0.5326367674542204,361,439,156,515,53,15
31,0.008930629624175568,300,16,471,519,57,15
32,0.6698402635786442,55,453,263,129,-66,22
33,0.7384027850612115,225,8,301,579,-67,28
34,0.3474832562693534,214,298,479,101,-5,-18
35,0.32707014481544694,190,328,350,119,-49,71
36,0.18879477943939704,575,250,582,293,16,-86
37,0.5271103790259528,528,543,217,108,26,-39
38,0.16694607492610625,424,47,410,349,-89,58
39,0.3087359955568887,332,503,373,598,-19,-72
40,0.5055074388505498,321,534,285,11,48,0
41,0.36584039370763954,108,395,215,272,-52,13
42,0.9176230732293775,385,229,42,177,-50,5
43,0.678963124617516,579,542,90,274,43,-27
44,0.2526260526113039,288,198,203,403,92,24
45,0.34213121020704196,53,430,131,9,46,0
46,0.12048413234386712,568,9,429,606,68,-37
47,0.7726304372191248,487,463,375,291,73,-17
48,0.02868470890283925,477,195,350,516,-57,-51
49,0.32876818640767425,241,290,33,595,43,-14
50,0.7914301035761231,389,394,493,537,86,-28
51,0.37392278476894725,221,569,489,501,-32,17
52,0.6106950016242251,229,450,543,451,22,84
53,0.8326957363094131,282,23,519,265,31,-44
54,0.814518020133715,334,237,460,401,37,39
55,0.40345495046959245,275,409,63,426,-15,94
56,0.6177826390900798,400,308,310,179,-42,-71
57,0.7867250067278759,171,304,569,430,-85,-46
58,0.3049252323094104,373,610,455,303,78,71
59,0.3273243754456069,342,193,180,499,-3,34
60,0.18006123390539885,330,329,202,458,56,-72
61,0.16800962089980032,340,223,457,443,-16,76
62,0.9349067852865806,617,381,234,239,21,-52
63,0.3833352873439133,599,245,53,395,-8,-26
64,0.5349125412806179,282,424,496,23,18,-73
65,0.18043388738861987,177,593,310,600,73,-99
66,0.4376726169130519,74,269,431,402,40,97
67,0.5823734172379832,435,213,598,111,-94,58
68,0.3144916746357166,533,425,208,546,-14,48
69,0.5808621933890964,219,595,528,620,-87,37
70,0.8608065456789104,101,261,208,475,-71,-5
71,0.7166702393458547,275,58,103,452,-60,54
72,0.06934551489392693,246,264,36,385,28,84
73,0.5272190446789922,612,46,209,410,-28,68
74,0.8054881352346819,614,286,222,392,-53,-36
75,0.8248486774902339,351,335,204,536,35,14
76,0.9267475096371333,307,50,334,494,68,-89
77,0.9419136699354878,552,325,417,601,99,68
78,0.7044370803747545,608,207,240,526,89,99
79,0.7988916735042485,448,410,139,181,-16,13
80,0.8328543111988779,417,342,45,139,-4,63
81,0.6365243971497021,88,173,64,216,26,-22
82,0.3639088151250507,283,161,173,300,3,-7
83,0.5742927055600381,261,277,396,74,-32,-93
84,0.34362576856737126,438,94,464,205,65,-10
85,0.7121403071975114,26,102,426,593,37,72
86,0.5729652678190202,311,419,358,475,81,-59
87,0.42288033170793515,199,363,573,483,15,41
88,0.2533313987461169,385,438,578,492,-74,-87
89,0.10403943555235906,427,478,11,137,60,-34
90,0.40399960756934206,607,604,405,200,-48,51
91,0.7052579606649697,463,10,292,448,-15,79
92,0.19227111284352638,121,404,4,181,-42,-68
93,0.49924561316077964,145,303,287,518,-27,-83
94,0.5033345219052857,580,158,14,47,11,62
95,0.8562410796865711,596,467,350,195,-23,69
96,0.03327603269621815,426,442,79,328,-44,85
97,0.166310048785569,371,136,614,565,-27,2
98,0.13703267399009655,258,221,266,50,-4,-77
99,0.42422587556211877,148,103,486,209,-8,-66
100,0.639291360588398,291,307,32,404,39,34
