T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.18909598003246986,557,346,322,65,-37,-42
2,0.7725038262241161,23,9,462,116,7,-21
3,0.4415989178988131,182,331,349,346,99,99
4,0.44863925779304625,15,258,523,453,-27,-83
5,0.15133660233885626,173,229,355,521,-21,-89
6,0.1336705065150844,113,550,370,504,-37,42
7,0.20865381239713643,614,582,566,100,-28,76
8,0.2886695651088831,174,45,175,352,25,-10
9,0.9818295086884702,281,468,7,250,43,-67
10,0.5793209693005519,577,539,141,175,-91,-79
11,0.640477089503542,461,491,80,30,20,63
12,0.4209766388439006,269,378,216,491,-22,79
13,0.4788806232970071,6,500,594,234,0,14
14,0.8396039519145753,524,58,589,367,-72,96
15,0.2974313513195562,346,280,393,553,15,-74
16,0.6434814749972901,279,157,376,459,60,-18
17,0.842421692575724,322,389,269,599,-42,3
18,0.9177577487627123,476,534,402,255,-55,46
19,0.8246666506603679,26,112,313,23,-49,-45
20,0.5345335489694174,348,147,616,116,-92,-60
21,0.9617606132854373,501,331,493,154,-93,-99
22,0.8151247943802588,83,72,307,305,-94,-49
23,0.9273070370895933,143,341,497,309,-64,57
24,0.23443806552909796,24,325,136,341,2,-57
25,0.3942125236757321,159,582,514,295,-2,-78
26,0.23582641816826666,294,124,141,260,-77,54
27,0.0008686768020519375,243,394,316,161,-47,26
28,0.3447567376129407,317,197,356,578,92,85
29,0.9283554019248631,577,59,269,403,28,-89
30,0.15673649309788096,188,131,389,330,11,-48
31,0.07582666600085952,99,33,262,578,-49,88
32,0.267200096172005,147,171,346,207,-95,-77
33,0.6847230737999901,218,174,26,24,88,-92
34,0.9526134611420203,415,552,530,172,-41,81
35,0.9121201773273093,458,131,358,566,-79,80
36,0.3388876622332604,443,74,461,578,95,49
37,0.21899224249604843,365,190,376,152,59,-67
38,0.9082688979854822,259,402,278,473,-33,-77
39,0.9894672304294652,415,81,146,608,-49,-12
40,0.5617077653181489,19,178,554,260,99,-11
41,0.43915198593788096,146,234,268,429,-79,60
42,0.5917828825854806,47,488,199,352,-12,-31
43,0.5745821142836105,3,46,77,613,-19,77
44,0.7335300960342833,320,183,443,163,-73,18
45,0.978451079460297,345,428,161,133,84,-60
46,0.6365274350231028,544,72,564,525,-83,30
47,0.7458820103235886,474,139,270,201,97,-69
48,0.8072341950922538,592,307,506,602,-11,47
49,0.6164533063627035,151,502,52,56,-95,-18
50,0.47595103854368725,501,306,155,200,51,15
51,0.704885603888721,49,130,284,110,66,46
52,0.5672349510703791,547,56,524,505,-51,-11
53,0.9276544306737624,599,41,477,189,58,-53
54,0.19349303547125285,156,535,460,37,-93,82
55,0.6786366015247463,205,11,406,457,8,9
56,0.7375580687686469,22,242,192,534,73,74
57,0.7404745378105566,407,617,599,366,-82,-24
58,0.5705509680069251,219,601,16,149,10,-66
59,0.4588564464147753,605,407,208,440,-40,-77
60,0.5870282719534987,513,442,295,145,76,-45
61,0.6120719844376971,186,561,435,108,-7,-98
62,0.058953125227583,389,531,178,369,95,-27
63,0.10959782589211808,139,241,358,282,23,-52
64,0.5229990399495751,6,427,459,478,-19,11
65,0.9412070300481501,351,343,441,266,-41,87
66,0.9133449273680722,502,2,590,193,58,-26
67,0.6832044828817221,319,559,575,226,-48,-81
68,0.13036958324979708,376,565,147,507,-92,-58
69,0.9275531790678173,197,385,62,440,28,48
70,0.7233870560316685,24,436,240,106,-33,73
71,0.7257514259107859,83,19,27,181,-19,91
72,0.24228309869532683,201,444,418,464,-61,49
73,0.9447642034937307,347,298,436,207,18,13
74,0.7933561612796473,72,144,408,466,-44,-51
75,0.41084110077133795,434,446,200,335,1,21
76,0.8040122020437758,61,514,329,417,10,28
77,0.994229102517013,292,215,551,496,-90,60
78,0.006882655733995047,30,28,10,289,-14,16
79,0.9826404507549162,572,564,503,498,38,-60
80,0.08327433565809661,142,113,183,423,-89,98
81,0.0547906912227184,206,492,91,309,-81,-49
82,0.05973797387895263,114,251,259,84,26,-87
83,0.14848117871933508,389,617,561,18,-88,9
84,0.5370848383186846,194,246,577,175,66,-72
85,0.12408319869792572,375,408,284,274,44,10
86,0.4384651911347871,607,146,393,131,-94,-76
87,0.5864873459088676,198,324,16,600,19,-77
88,0.7512945131533645,200,193,457,575,-39,87
89,0.9714873262080217,45,141,596,134,55,24
90,0.7736405152226801,125,557,335,214,99,-15
91,0.06323555105802348,488,524,412,612,97,-58
92,0.8835089255024676,409,448,14,94,14,39
93,0.47457300216695986,84,178,244,285,15,-80
94,0.4242733842663071,179,257,303,23,-93,-32
95,0.38965428541329894,15,523,515,484,53,-40
96,0.11021866475874964,236,446,395,457,-2,-51
97,0.6680956019484706,345,565,539,30,-42,-41
98,0.0829689709629855,60,346,609,151,-67,-31
99,0.985962032309492,316,39,570,243,87,-60
100,0.2728696490547552,421,79,482,201,-84,62
