T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.048493612244306816,289,620,196,157,82,-86
2,0.8892451578693484,154,129,82,68,47,-18
3,0.9181333827874936,7,96,335,410,57,10
4,0.41320183884863937,474,431,565,278,-48,26
5,0.10814565872306137,59,302,441,335,20,-56
6,0.73555015100014,190,593,283,339,56,94
7,0.9681625642525138,118,601,276,218,38,-15
8,0.913640977863015,133,411,545,612,14,61
9,0.2802796154134479,209,608,250,474,93,39
10,0.33188301637912554,325,217,620,575,-35,-22
11,0.6691209449216314,141,532,47,570,-87,-91
12,0.28927117060780205,609,137,142,478,-32,53
13,0.7479671353732885,2,103,609,371,53,-87
14,0.3567480942028277,333,158,395,273,25,-73
15,0.7826014232986555,527,318,195,592,-38,45
16,0.5218111503635244,163,181,274,415,-41,43
17,0.5964528241488887,440,378,52,417,43,37
18,0.07381851515198645,40,222,57,145,34,24
19,0.798857242255191,258,379,219,108,-79,-53
20,0.13844074658045036,293,212,297,524,82,81
21,0.9326619960490163,561,375,544,575,-31,94
22,0.6632980944368884,404,147,250,581,-37,-48
23,0.22045692304048015,251,178,99,225,-70,100
24,0.6236580264937481,51,615,287,558,39,74
25,0.1707105952309259,300,531,157,64,-22,-89
26,0.05359127214885617,539,233,313,118,5,60
27,0.5995671179523374,537,30,535,367,-69,100
28,0.9747773809610404,557,576,281,10,99,64
29,0.5030989996621839,85,159,128,404,-19,8
30,0.22784411777832903,119,547,123,15,44,28
31,0.37639052278568996,239,81,552,379,-23,-89
32,0.26006359595244455,514,120,124,92,29,-85
33,0.17710453724705633,603,108,14,439,-42,-62
34,0.9674174742873769,122,170,12,120,-90,63
35,0.585606213450871,423,119,612,536,-20,85
36,0.3301895143420953,547,336,429,516,-49,-54
37,0.08059400236146108,498,39,95,151,-30,49
38,0.694444127521492,364,10,529,490,72,-61
39,0.3364963245029483,323,497,66,142,27,-92
40,0.11665658640882681,385,376,484,210,62,-86
41,0.22529313220381497,324,264,29,194,-64,-24
42,0.7030586164532877,270,60,465,327,-28,1
43,0.788787345917289,523,361,207,538,-98,-44
44,0.9125190208965784,115,419,325,458,-8,50
45,0.6948439559859737,343,427,551,206,21,-96
46,0.1543741677908168,58,328,533,276,-73,88
47,0.6242144874830783,613,453,164,416,59,-33
48,0.5208666989117805,561,234,371,395,54,-81
49,0.11986651141920746,253,568,311,195,-82,82
50,0.42122959647265834,291,139,2,47,-32,19
51,0.36357074566204495,73,297,568,42,70,19
52,0.6940561639853888,588,445,291,339,41,60
53,0.6266155663542495,209,382,69,52,-99,98
54,0.5639939964371041,435,406,40,70,80,30
55,0.03180265003687155,530,418,518,242,-92,-76
56,0.06048904380076969,65,243,20,121,-25,90
57,0.014799526914160421,218,340,476,579,-76,55
58,0.44412694906316297,403,620,183,182,-13,74
59,0.49455813236670254,385,170,246,366,32,-55
60,0.4493944123087328,60,553,297,12,-51,18
61,0.6063869286409987,154,147,1,299,3,-9
62,0.9799873385147301,314,65,568,70,1,-97
63,0.914264142854134,605,1,478,613,39,94
64,0.7069013645046945,190,35,74,399,20,38
65,0.9940151945744429,597,524,401,18,-10,-44
66,0.3895766486345058,387,408,279,7,51,-44
67,0.790133560700024,94,437,613,55,95,67
68,0.6876479768645666,374,64,192,386,-100,51
69,0.6608063123186486,356,284,500,159,95,13
70,0.9354623605599767,358,482,497,89,-41,-62
71,0.7956911338994447,605,500,532,319,17,-79
72,0.29342730781229454,591,213,439,432,-29,65
73,0.5940248133454421,287,557,9,543,-64,94
74,0.9330211366005159,120,188,67,614,37,79
75,0.46289611488096327,271,213,434,387,-43,89
76,0.3556137425755712,137,337,260,338,-60,85
77,0.25874442411324383,207,340,305,167,-74,67
78,0.1964556374424411,303,82,443,22,35,-32
79,0.36095120321999297,200,278,555,283,-36,37
80,0.3283572374821777,468,231,165,471,-3,87
81,0.8304823647597179,404,394,581,120,-36,38
82,0.994444630117605,599,73,552,395,31,-83
83,0.8999187620721506,89,238,506,82,22,-91
84,0.4699067697217236,396,348,359,120,-12,-90
85,0.28734937094346,385,425,106,148,-31,-45
86,0.25183124150034153,613,118,216,244,-16,0
87,0.620116515478577,109,391,240,330,90,-41
88,0.11032148698388389,464,489,207,22,12,-100
89,0.8693426911601077,603,50,545,447,-12,-65
90,0.561141386433334,91,4,272,497,53,90
91,0.2092690519252549,14,489,12,300,-84,-5
92,0.6112000580893491,540,387,443,567,-75,19
93,0.4144127212277706,538,467,600,477,-99,73
94,0.4200668788630393,80,440,373,419,-91,-57
95,0.17984870336053194,9,307,555,316,21,56
96,0.8227517405691194,249,175,457,39,-52,-42
97,0.5457856900718189,422,322,230,431,9,3
98,0.5197067353461825,433,124,499,196,90,-25
99,0.034126971791822114,322,462,326,257,-96,3
100,0.2553538769639404,493,357,127,338,50,-89
