T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.13644528965573421,302,584,153,477,-13,-58
2,0.3764966759349575,254,364,0,224,-99,70
3,0.9658589034444485,67,330,346,236,-36,92
4,0.6429801140358548,487,408,2,109,70,74
5,0.3608398689793445,533,417,505,551,77,82
6,0.9522866606114427,179,507,553,59,90,-42
7,0.10992727771515509,590,472,547,232,34,-16
8,0.6503630139665849,411,437,17,45,-86,27
9,0.6131650338263913,191,479,91,516,44,-41
10,0.40216272508036965,24,237,262,266,-82,-21
11,0.4788381239742181,419,585,113,440,-63,93
12,0.14434383481519142,158,113,132,553,-52,-90
13,0.7389705212223153,125,605,597,156,-64,-25
14,0.2693008114383233,522,493,284,235,-72,13
15,0.1729227711843846,138,31,476,414,-61,-89
16,0.609491212161005,565,450,458,431,2,66
17,0.7915184869225728,300,487,66,93,-76,74
18,0.6629118619934714,549,103,75,454,89,-25
19,0.7962901058083004,339,71,458,378,13,-93
20,0.9634866394738363,500,202,185,432,-5,-17
21,0.9228297718799445,359,601,440,257,-32,0
22,0.8507718661188647,285,325,578,136,60,-33
23,0.641989343749619,278,422,64,317,47,-74
24,0.8058333319434269,115,346,565,62,40,47
25,0.23070506077182018,359,118,406,14,-19,5
26,0.191109248416082,575,16,610,430,-89,3
27,0.5378505602293232,489,460,421,211,-40,-83
28,0.8995408384654754,212,114,21,38,-9,61
29,0.37063097468358674,620,231,414,507,-55,-77
30,0.07216316539071999,389,314,368,306,80,2
31,0.24867462403957707,114,90,23,429,-6,-10
32,0.05369562836077746,345,542,402,39,-38,-76
33,0.14459701718408613,9,88,603,388,62,-35
34,0.6094186692085446,280,66,183,214,-77,16
35,0.13159282580581744,508,448,279,435,-43,-87
36,0.06881065352493643,146,124,514,76,41,52
37,0.039669827842870875,391,485,192,537,-28,67
38,0.8202484494952674,100,161,17,575,82,-79
39,0.2925181622307478,392,96,268,64,-27,8
40,0.5925041237532568,12,358,484,200,20,13
41,0.8376361153985731,505,100,490,317,12,19
42,0.14979901215084246,244,522,282,192,-40,0
43,0.5837394161776857,153,422,260,343,-48,-7
44,0.9503383000130495,576,198,552,1,-11,-25
45,0.009468544115178723,287,449,468,66,-60,18
46,0.2823794451171312,556,430,616,255,1,49
47,0.37545205896358747,82,115,276,476,44,95
48,0.40824529274766175,508,520,165,447,-87,-18
49,0.559050267474322,451,242,128,444,-24,-89
50,0.5685221832712748,503,484,1,1,-18,19
51,0.8710455146692162,469,578,341,39,-93,51
52,0.03281303751266329,534,568,45,362,-97,66
53,0.7065382688832046,254,486,357,364,61,51
54,0.8244390941206345,117,2,94,47,-71,83
55,0.4887965860982899,72,116,125,498,9,-86
56,0.035740681707568056,489,502,399,30,-21,66
57,0.3786283391686266,220,458,107,37,23,-52
58,0.9486076049425557,305,256,364,536,49,-48
59,0.14754126394615075,283,514,272,45,-5,84
60,0.7531773973544527,435,250,518,318,-42,-73
61,0.6804817067008099,122,329,265,149,50,21
62,0.5133059360497136,83,302,70,369,-85,-95
63,0.19560105535383743,213,221,423,374,-73,99
64,0.37745380197564105,236,509,505,8,-38,-69
65,0.012441727156671578,52,314,325,561,14,57
66,0.9883154697415264,559,371,342,425,46,-29
67,0.7467879540951151,56,454,200,448,93,68
68,0.6644999867858188,421,72,429,220,51,70
69,0.46457897485044386,229,283,187,289,-8,-99
70,0.7641792292884324,180,215,278,9,-68,-26
71,0.009260817821593825,575,161,461,207,-54,-62
72,0.5800523986972551,364,445,232,543,28,78
73,0.44503422833763906,387,445,173,18,48,-9
74,0.4403876075236094,222,552,173,297,46,-8
75,0.4458346419513174,475,469,228,269,36,78
76,0.38137229319624666,337,179,29,255,-44,-24
77,0.7605913381563619,532,442,298,187,-99,65
78,0.2789150569051603,494,418,430,261,-19,44
79,0.9800865188847606,422,374,438,607,-95,98
80,0.9884784346513346,175,368,428,292,-77,-100
81,0.19630530744604557,11,235,194,250,80,-87
82,0.0018671817370492505,230,330,455,45,51,-71
83,0.24056469332723918,236,314,369,290,-3,-43
84,0.07863773482090153,506,479,429,14,20,48
85,0.9082773422642777,501,618,64,129,-2,-23
86,0.689782536224531,362,172,293,128,20,-52
87,0.8888600241935449,318,337,162,488,-12,-44
88,0.9018495123493776,119,22,35,340,67,73
89,0.6308561352766225,278,581,227,32,34,81
90,0.25866159876190953,206,407,241,557,-45,53
91,0.6942664531085541,409,358,203,613,60,-70
92,0.27820974050121106,233,157,374,259,-82,-70
93,0.6152891527107913,317,541,262,424,-18,-23
94,0.22814242273950303,307,33,217,249,29,81
95,0.5983994512464403,493,605,428,167,-92,44
96,0.9421412529381253,562,262,273,58,7,-33
97,0.7025164255166692,181,308,597,175,39,-90
98,0.09101749870440812,84,573,549,201,-45,49
99,0.2265520483780179,306,331,328,30,4,78
100,0.6954610195314721,600,109,489,362,-32,72
