T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.5874643499908255,429,265,572,348,32,-88
2,0.5215208754201105,322,133,117,203,-62,22
3,0.25113786433579965,303,350,359,230,47,-97
4,0.8190843467528519,563,509,3,372,-29,-31
5,0.01508175123493083,271,538,9,10,74,35
6,0.6645775091839867,396,128,249,336,-4,71
7,0.6121897820236556,285,176,457,225,-45,-97
8,0.12884326927081058,31,304,18,516,64,26
9,0.8725150065123379,229,423,145,468,-79,46
10,0.5750329472385166,310,447,108,574,-96,-1
11,0.27321822977958876,196,348,67,1,-73,-15
12,0.24165508226155707,499,347,398,481,-25,53
13,0.22656340635824468,148,136,423,583,-32,60
14,0.6107263474705568,30,242,65,435,-63,61
15,0.12292039463196591,518,395,171,236,89,64
16,0.5205562716750795,175,539,301,101,92,-16
17,0.42689098781218027,253,132,586,335,-85,-88
18,0.10536906841545812,567,253,220,273,-34,-80
19,0.1744271531736976,321,618,182,522,-72,63
20,0.04384459793560713,287,345,575,533,-64,48
21,0.0396399529495457,79,236,260,168,-36,69
22,0.9717838769524695,94,10,329,342,-35,-65
23,0.8957501597626029,32,78,457,49,23,-78
24,0.6402105467914728,549,99,604,431,-58,88
25,0.28134882614655177,370,377,292,10,-29,-70
26,0.3879724059851898,137,253,155,38,-36,-94
27,0.10658713051818247,301,477,455,560,-2,-54
28,0.6828656819530534,300,338,593,552,-33,13
29,0.42574473634270427,605,578,479,452,77,60
30,0.9591647055668857,96,163,117,423,83,80
31,0.15486431419653968,523,211,331,115,-30,58
32,0.6977217105197263,90,393,149,18,33,-19
33,0.9229042867651414,220,419,287,453,93,-98
34,0.15791596014106635,208,287,482,296,-93,-67
35,0.553225045209137,412,76,259,588,-45,76
36,0.6153111086443658,433,174,372,27,73,-81
37,0.27268843736886617,619,515,388,325,71,-73
38,0.9733794487145091,373,501,374,594,-21,11
39,0.003888012383276407,11,531,418,496,22,-94
40,0.5714163428467824,2,471,565,393,84,20
41,0.3526782006759088,444,575,445,139,43,12
42,0.9212301216232777,195,279,182,443,76,-63
43,0.6165836356603354,159,16,556,609,-80,54
44,0.3216921076973315,511,482,84,93,-97,1
45,0.5192131463139599,584,293,115,18,-88,34
46,0.2698210229435293,93,601,216,295,74,97
47,0.24704828103720677,56,217,148,355,-13,-46
48,0.7605362114189249,12,584,547,280,-75,-5
49,0.5227356525077296,369,212,449,409,-27,48
50,0.3919665285822388,59,37,371,100,-25,1
51,0.8318324766761273,188,510,601,143,-35,87
52,0.6057350548369543,148,468,220,217,57,-33
53,0.20298628311212286,439,149,193,161,64,85
54,0.9719812172455286,543,416,607,14,-41,95
55,0.16660627361024338,579,420,617,447,-52,35
56,0.4082050280534203,305,328,24,387,65,44
57,0.4563867966122911,444,201,17,386,41,58
58,0.27721628248231356,410,311,475,409,-26,-62
59,0.7660385406812057,210,336,534,169,-52,-26
60,0.8371877926970104,99,194,423,193,25,-48
61,0.04786598328917957,188,462,93,47,45,50
62,0.8917049483444571,351,275,576,439,66,66
63,0.9255579395158284,310,364,255,330,49,-49
64,0.8499581669670424,93,466,435,285,-56,-98
65,0.43097072154229943,501,538,172,406,-72,-39
66,0.08028907269543428,96,193,161,476,58,22
67,0.29503962115648696,452,341,438,144,95,19
68,0.09866055390794648,427,341,156,77,86,17
69,0.5549650852366177,78,496,519,311,8,98
70,0.7126722905323093,128,68,570,219,-35,81
71,0.9622038340243968,608,514,155,387,-49,-40
72,0.6654469255683587,52,426,417,448,50,25
73,0.43195579275239626,152,524,541,164,87,97
74,0.3944254117416852,618,598,408,241,-72,30
75,0.848993165867783,258,406,535,459,-4,11
76,0.7456798904897015,118,16,616,409,95,-50
77,0.8866171305149909,402,480,190,549,7,-81
78,0.08620561909748148,379,190,487,68,-9,14
79,0.8806414382461116,191,608,255,562,-47,64
80,0.5054633631541717,539,77,15,285,27,99
81,0.4774656883040922,373,21,11,503,-65,53
82,0.954075088545675,552,91,402,32,35,47
83,0.8824289810980537,492,136,78,579,84,63
84,0.06599451283130742,422,598,258,256,76,38
85,0.9900294642742138,140,102,271,247,-40,-39
86,0.07726761599196541,385,349,172,113,10,-53
87,0.26959550613449923,150,344,7,422,65,-91
88,0.8046028477668833,71,323,104,384,84,56
89,0.18654000519914082,8,594,585,523,91,32
90,0.8146304670588453,425,292,571,579,-23,51
91,0.25937078407976477,381,245,345,152,-12,82
92,0.25721786360084287,272,41,410,150,82,75
93,0.9926738005853089,468,241,212,398,-64,82
94,0.9442219595495556,301,325,593,267,-14,-95
95,0.8306470667295554,574,540,42,409,-19,17
96,0.6275239235313117,269,321,23,444,13,52
97,0.186350952917812,512,7,219,569,-7,92
98,0.17721144670106215,567,527,7,294,33,32
99,0.17288849733449285,505,22,218,42,-29,32
100,0.2965582474512487,78,223,289,470,-11,93
