T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.3596359472660736,337,540,345,413,2,63
2,0.5883545292161833,195,408,418,65,-48,-22
3,0.9460712787143783,434,471,347,586,51,-68
4,0.8333903102672829,316,590,169,179,-8,74
5,0.2991906033776611,541,26,447,92,87,-7
6,0.4316580931866749,473,141,203,186,-79,11
7,0.5202376399834925,162,457,545,296,70,-36
8,0.9589883694238761,197,543,594,116,61,-76
9,0.5466762147608136,222,87,359,502,-21,-16
10,0.8418084689028389,314,280,130,25,-79,38
11,0.6655155279839311,252,343,450,386,68,-63
12,0.3686215742914699,406,279,85,26,-76,-98
13,0.5568365796064538,361,175,470,249,56,-83
14,0.13297018799968785,559,297,164,238,-84,73
15,0.2860056690046344,410,160,111,497,97,25
16,0.9371680697645044,536,100,359,236,9,-95
17,0.8003965304922882,619,341,314,529,100,-47
18,0.6709454990125083,510,346,518,490,25,4
19,0.223223887426523,375,357,619,181,83,9
20,0.9146876190232595,10,367,226,255,-23,-29
21,0.38123153394193343,149,6,363,480,99,90
22,0.9824521981087792,425,229,532,216,63,46
23,0.5640788615234422,70,422,51,144,7,-73
24,0.43289852443471855,178,168,601,172,91,-24
25,0.5639244976376461,397,217,0,89,84,-17
26,0.9697011863793059,212,615,187,468,-92,-14
27,0.9558144372815008,357,95,422,322,-97,54
28,0.6660690037083742,105,218,220,548,74,-72
29,0.04088956953086165,101,128,469,317,-47,-40
30,0.8041609471667871,95,371,302,89,20,-30
31,0.5210441066329089,319,195,393,241,-59,74
32,0.41997803128005395,322,281,512,567,55,52
33,0.37148681002144646,243,463,203,535,-38,16
34,0.07491538622452099,548,154,333,175,10,79
35,0.8052241974283798,541,104,246,58,-59,48
36,0.173748988684586,44,523,268,405,65,-50
37,0.2611959095758619,228,71,249,66,-94,48
38,0.720619356864914,457,44,25,4,28,30
39,0.8021750760954346,582,411,116,231,97,10
40,0.0629781196922583,82,3,619,354,69,42
41,0.6753218751152605,392,572,237,57,-74,56
42,0.40648585854606256,451,504,290,276,-2,-2
43,0.17233017280842067,15,135,52,379,89,-89
44,0.9651322286159867,467,365,136,362,51,63
45,0.9373753626737635,388,118,577,437,-44,-88
46,0.8402068006050412,376,203,143,417,-34,36
47,0.27026857797041737,26,410,518,405,-69,-10
48,0.20746288638644417,126,269,97,11,-1,-55
49,0.31177064362793516,318,192,561,519,88,-26
50,0.316455015593634,107,180,475,49,7,-97
51,0.09128697557720733,413,575,340,161,-43,-41
52,0.009102754375188371,277,496,580,169,95,-3
53,0.6859641507804054,387,229,343,566,-93,-18
54,0.7783032590590601,438,540,348,439,91,-58
55,0.11682209718684844,121,2,194,153,-4,4
56,0.3572372610000094,493,513,540,561,-81,43
57,0.8959979392585435,208,576,536,413,72,61
58,0.23156239450031535,197,179,459,250,-8,-35
59,0.8294665294807282,450,417,121,304,-39,56
60,0.7481498774750293,458,101,198,236,-16,-29
61,0.73552126756141,402,34,30,513,49,-90
62,0.660793424425463,549,196,1,208,-80,73
63,0.6815759910907497,4,441,352,379,54,-44
64,0.023753750278124985,401,34,41,518,-78,-4
65,0.21124619563789748,259,576,175,477,48,69
66,0.9506247093530501,232,16,605,409,3,59
67,0.22911147562012424,233,246,561,234,21,-78
68,0.9061702701840111,135,274,322,610,-16,-66
69,0.9360389968833434,417,264,530,494,27,86
70,0.5672313829528653,49,515,165,14,58,-78
71,0.6977505933927157,27,215,129,69,90,47
72,0.8984383694442891,575,596,505,517,88,-36
73,0.006690612945129182,504,7,549,20,-41,-69
74,0.5329855841252518,208,114,313,475,80,44
75,0.6590200307746502,199,459,193,134,-8,-13
76,0.2043450846752498,482,113,374,430,-72,70
77,0.3570001989314404,616,131,610,548,-79,-46
78,0.58007640413174,283,434,32,135,-19,-53
79,0.66341303505557,194,293,396,200,-42,-45
80,0.3648475680740584,453,306,56,409,-15,90
81,0.18933564345978604,615,442,407,246,64,13
82,0.12401360314513965,233,98,453,76,-88,64
83,0.3097285623176853,14,553,480,23,37,100
84,0.6088623814328783,223,496,581,415,-56,-51
85,0.9143895615584315,359,345,362,143,40,-5
86,0.6393881245717591,25,233,308,287,-69,-68
87,0.4127622862135023,456,359,306,511,52,-84
88,0.12849030710779175,418,241,169,50,-7,75
89,0.7262286990167369,531,233,223,54,24,-32
90,0.7434058439265102,2,531,226,425,55,-7
91,0.1291471221577144,521,578,314,549,93,83
92,0.17371774790383943,73,395,504,470,-20,-44
93,0.20137415327036545,272,189,288,187,-53,86
94,0.28481451781587164,537,66,105,70,80,-46
95,0.9282728012604294,199,573,176,541,-79,27
96,0.8903130255956505,61,276,446,528,38,53
97,0.23156743973989546,267,237,249,387,-85,-18
98,0.5371138495930953,62,586,208,324,-91,-90
99,0.3136494615873794,403,8,190,238,57,68
100,0.5055854687527671,139,33,231,278,22,36
