T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.7400444845720345,433,218,466,367,-94,68
2,0.649908075195761,506,356,407,388,-11,-90
3,0.7341196813673506,205,341,509,191,-39,27
4,0.6978483071960304,321,75,123,330,-90,36
5,0,0,0,0,0,80,80
6,0.9364328795013301,111,205,67,551,38,-86
7,0,0,0,0,0,80,80
8,0.880069751747943,361,223,257,449,5,79
9,0,0,0,0,0,80,80
10,0,0,0,0,0,80,80
11,0.7943937106182203,279,598,349,216,-10,-20
12,0.8850339122546329,585,434,400,417,-65,-23
13,0.8367467186155643,394,379,109,255,-30,-41
14,0.7773878479881747,238,243,187,410,-97,-79
15,0.7405438429219612,594,585,381,143,48,-53
16,0,0,0,0,0,80,80
17,0.6067557314149816,471,426,188,574,75,66
18,0,0,0,0,0,80,80
19,0,0,0,0,0,80,80
20,0.8962730715878242,20,284,240,475,-49,86
21,0,0,0,0,0,80,80
22,0,0,0,0,0,80,80
23,0.6594302105975745,473,282,28,368,-18,-72
24,0.654747740167855,66,576,495,548,56,-40
25,0.7752853471055756,248,414,383,487,38,-96
26,0,0,0,0,0,80,80
27,0.6805348707935374,430,463,34,207,92,89
28,0,0,0,0,0,80,80
29,0.7481875830304496,258,330,210,459,29,47
30,0.7627421499245108,379,283,528,609,-12,22
31,0.7624236822710652,556,60,493,97,34,-3
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0.7201487449712727,604,156,275,466,-67,-44
36,0.7240867773461113,537,121,600,459,18,-36
37,0,0,0,0,0,80,80
38,0,0,0,0,0,80,80
39,0,0,0,0,0,80,80
40,0,0,0,0,0,80,80
41,0.6750643124010576,74,115,432,173,-52,-38
42,0,0,0,0,0,80,80
43,0.8999682397576979,530,497,108,23,71,38
44,0,0,0,0,0,80,80
45,0,0,0,0,0,80,80
46,0,0,0,0,0,80,80
47,0,0,0,0,0,80,80
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0.8681741716752058,183,175,423,280,63,-17
51,0,0,0,0,0,80,80
52,0,0,0,0,0,80,80
53,0,0,0,0,0,80,80
54,0.6671087857472403,381,468,20,381,44,29
55,0.6971145826893863,456,448,82,428,-72,-22
56,0,0,0,0,0,80,80
57,0.7136523299329187,141,306,339,88,14,4
58,0,0,0,0,0,80,80
59,0,0,0,0,0,80,80
60,0,0,0,0,0,80,80
61,0,0,0,0,0,80,80
62,0,0,0,0,0,80,80
63,0,0,0,0,0,80,80
64,0,0,0,0,0,80,80
65,0.84080358573261,618,327,282,376,58,16
66,0,0,0,0,0,80,80
67,0,0,0,0,0,80,80
68,0.9440291874870584,208,379,266,36,48,-62
69,0.9824883701061677,532,227,100,488,-1,-28
70,0.6634696581357007,426,121,140,223,54,-34
71,0,0,0,0,0,80,80
72,0,0,0,0,0,80,80
73,0,0,0,0,0,80,80
74,0,0,0,0,0,80,80
75,0,0,0,0,0,80,80
76,0,0,0,0,0,80,80
77,0,0,0,0,0,80,80
78,0.7783289818527076,0,145,190,321,42,-94
79,0,0,0,0,0,80,80
80,0.6690306273700947,537,147,1,339,-99,-90
81,0,0,0,0,0,80,80
82,0.7344578963753666,414,28,242,370,-58,-70
83,0,0,0,0,0,80,80
84,0.8046406546902126,52,359,100,501,80,-36
85,0.7735508485026422,135,146,95,387,-81,22
86,0.8514610661490769,79,59,491,472,12,82
87,0,0,0,0,0,80,80
88,0.9735253229944792,171,18,603,353,-99,91
89,0.9325964289724299,279,414,279,337,-68,-98
90,0,0,0,0,0,80,80
91,0,0,0,0,0,80,80
92,0,0,0,0,0,80,80
93,0,0,0,0,0,80,80
94,0.7303029009289578,257,130,392,394,10,84
95,0,0,0,0,0,80,80
96,0.6170492195150354,159,322,230,583,58,-59
97,0,0,0,0,0,80,80
98,0,0,0,0,0,80,80
99,0,0,0,0,0,80,80
100,0,0,0,0,0,80,80
