T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0.6551047958486295,81,402,281,257,24,-66
3,0,0,0,0,0,80,80
4,0,0,0,0,0,80,80
5,0,0,0,0,0,80,80
6,0.7629482726297443,500,138,455,99,48,-73
7,0,0,0,0,0,80,80
8,0.8295389519922924,99,39,315,86,-91,-80
9,0.71253027182383,500,323,618,65,-22,40
10,0,0,0,0,0,80,80
11,0,0,0,0,0,80,80
12,0,0,0,0,0,80,80
13,0,0,0,0,0,80,80
14,0,0,0,0,0,80,80
15,0,0,0,0,0,80,80
16,0.986802207312253,396,544,131,90,-49,-51
17,0,0,0,0,0,80,80
18,0.8411108654013447,43,178,282,448,8,49
19,0,0,0,0,0,80,80
20,0,0,0,0,0,80,80
21,0,0,0,0,0,80,80
22,0.6632771978115509,444,2,257,290,76,67
23,0,0,0,0,0,80,80
24,0,0,0,0,0,80,80
25,0.7061657917912239,595,560,116,156,27,-53
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0,0,0,0,0,80,80
29,0,0,0,0,0,80,80
30,0.8920617293231669,374,414,609,175,17,30
31,0.8112149613282835,100,114,0,520,10,-45
32,0.8313945979512793,607,393,83,266,73,-41
33,0,0,0,0,0,80,80
34,0.8885782678650516,122,450,156,559,20,11
35,0,0,0,0,0,80,80
36,0.6851942128753558,136,540,168,599,-19,40
37,0.9774353848179418,467,448,4,218,-1,10
38,0,0,0,0,0,80,80
39,0.624359450827844,136,189,291,109,-59,88
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0.9645575905628412,275,549,39,20,86,-65
43,0,0,0,0,0,80,80
44,0,0,0,0,0,80,80
45,0.6377290697721805,208,390,593,68,87,-38
46,0.9092819028893963,134,331,374,91,96,-86
47,0.852914728855341,516,446,52,40,-17,43
48,0.8179130750453737,49,606,592,329,98,-54
49,0.8501161609320687,164,577,512,535,-52,-18
50,0,0,0,0,0,80,80
51,0,0,0,0,0,80,80
52,0.9052823080117643,231,134,63,261,70,47
53,0,0,0,0,0,80,80
54,0,0,0,0,0,80,80
55,0.7479452482600156,567,15,312,379,-88,-91
56,0,0,0,0,0,80,80
57,0.9561253390684353,343,303,136,341,-78,-6
58,0,0,0,0,0,80,80
59,0,0,0,0,0,80,80
60,0,0,0,0,0,80,80
61,0.730084304238969,374,280,558,220,75,40
62,0.9869231698222639,445,317,603,62,54,83
63,0.6477615825351011,347,460,507,85,42,49
64,0.9539202434321442,567,36,381,296,9,91
65,0,0,0,0,0,80,80
66,0,0,0,0,0,80,80
67,0.8173306765973609,193,178,220,392,-100,-49
68,0,0,0,0,0,80,80
69,0.640612575788516,442,374,98,478,35,-60
70,0,0,0,0,0,80,80
71,0.9721005436629465,619,271,133,384,67,43
72,0,0,0,0,0,80,80
73,0,0,0,0,0,80,80
74,0,0,0,0,0,80,80
75,0.8977753630227011,392,1,377,454,91,-83
76,0,0,0,0,0,80,80
77,0.8361346327065269,239,20,357,308,24,-25
78,0.8591332331286363,568,108,25,508,-54,-90
79,0,0,0,0,0,80,80
80,0,0,0,0,0,80,80
81,0,0,0,0,0,80,80
82,0.881478340879569,550,421,520,378,14,47
83,0,0,0,0,0,80,80
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0.6585837166580011,274,227,614,254,2,-19
87,0,0,0,0,0,80,80
88,0,0,0,0,0,80,80
89,0.9946701162290328,259,316,179,460,47,74
90,0.6483048414321093,344,176,413,520,21,-92
91,0.6865960069553672,60,132,595,620,-93,69
92,0,0,0,0,0,80,80
93,0.8375265280694809,439,387,620,139,85,-53
94,0.9693470821699972,213,515,233,135,98,40
95,0,0,0,0,0,80,80
96,0.7570223733509028,374,86,394,523,-40,89
97,0,0,0,0,0,80,80
98,0,0,0,0,0,80,80
99,0.8889777385325162,246,600,40,69,36,-70
100,0,0,0,0,0,80,80
