T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0.8723698118369393,187,117,152,564,-42,84
3,0,0,0,0,0,80,80
4,0,0,0,0,0,80,80
5,0,0,0,0,0,80,80
6,0,0,0,0,0,80,80
7,0,0,0,0,0,80,80
8,0,0,0,0,0,80,80
9,0,0,0,0,0,80,80
10,0,0,0,0,0,80,80
11,0,0,0,0,0,80,80
12,0,0,0,0,0,80,80
13,0,0,0,0,0,80,80
14,0,0,0,0,0,80,80
15,0,0,0,0,0,80,80
16,0.6551915282349791,452,574,8,259,41,-63
17,0,0,0,0,0,80,80
18,0,0,0,0,0,80,80
19,0.9990770478350594,284,365,224,367,99,42
20,0.6615014558017339,255,183,335,320,-44,-49
21,0.983745963172558,447,595,616,515,-13,-96
22,0,0,0,0,0,80,80
23,0,0,0,0,0,80,80
24,0,0,0,0,0,80,80
25,0,0,0,0,0,80,80
26,0.7527798399878912,125,123,466,155,-56,72
27,0,0,0,0,0,80,80
28,0.7413393638566924,165,558,56,269,0,44
29,0,0,0,0,0,80,80
30,0.8081243829415287,506,481,306,369,8,96
31,0,0,0,0,0,80,80
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0.9907495567669781,16,106,345,573,98,48
35,0,0,0,0,0,80,80
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0.6239912831154018,112,503,302,428,-35,-41
39,0,0,0,0,0,80,80
40,0,0,0,0,0,80,80
41,0.9117853502401612,45,137,62,187,17,4
42,0,0,0,0,0,80,80
43,0.6011521596810334,510,348,471,355,-21,-19
44,0,0,0,0,0,80,80
45,0,0,0,0,0,80,80
46,0.693912844859535,441,453,258,177,-47,44
47,0.7164746778284241,136,524,118,589,40,-28
48,0,0,0,0,0,80,80
49,0.7728654545995636,470,8,255,496,-36,22
50,0,0,0,0,0,80,80
51,0,0,0,0,0,80,80
52,0.9737119946538252,7,514,498,360,-69,33
53,0,0,0,0,0,80,80
54,0.6232972768537292,508,279,63,382,37,86
55,0.7983433112722654,159,387,618,523,26,-20
56,0,0,0,0,0,80,80
57,0,0,0,0,0,80,80
58,0.7666373958236798,29,262,180,52,32,-72
59,0,0,0,0,0,80,80
60,0.8864640593175468,549,23,132,559,-16,70
61,0.6902262961931799,619,106,172,120,62,33
62,0.738959539394839,485,281,495,446,79,-15
63,0,0,0,0,0,80,80
64,0.7091577636077862,120,128,277,119,19,-26
65,0,0,0,0,0,80,80
66,0,0,0,0,0,80,80
67,0.8905053109685429,103,331,241,396,4,-55
68,0,0,0,0,0,80,80
69,0.7150054478923104,427,497,488,118,-3,-91
70,0.9702748660097946,171,530,121,598,29,84
71,0.8118409637774405,463,409,23,544,51,-66
72,0,0,0,0,0,80,80
73,0,0,0,0,0,80,80
74,0.9669469086787453,203,561,436,193,-83,41
75,0,0,0,0,0,80,80
76,0.7928358471561292,233,9,106,132,66,-61
77,0,0,0,0,0,80,80
78,0,0,0,0,0,80,80
79,0,0,0,0,0,80,80
80,0,0,0,0,0,80,80
81,0.8856728943571692,562,189,389,57,29,-52
82,0.9015313352422691,406,244,81,182,-48,56
83,0.6306237795769011,141,434,576,140,-39,-13
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0.668297882151292,17,362,251,303,-79,46
87,0,0,0,0,0,80,80
88,0.6086782246629574,2,208,417,15,-50,30
89,0.8756266953360576,466,71,302,250,-28,-25
90,0,0,0,0,0,80,80
91,0,0,0,0,0,80,80
92,0.7523364321926389,180,136,548,129,43,-5
93,0,0,0,0,0,80,80
94,0.8733102776845315,393,148,609,77,75,-100
95,0,0,0,0,0,80,80
96,0.9231692742574986,230,373,326,56,-70,55
97,0,0,0,0,0,80,80
98,0.6144174171117754,216,544,412,381,34,76
99,0,0,0,0,0,80,80
100,0.9899904266218909,554,598,445,216,-81,-63
