T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0,0,0,0,0,80,80
3,0,0,0,0,0,80,80
4,0.6259377550098376,31,108,343,325,84,-29
5,0.915009443409785,391,489,91,468,30,-56
6,0,0,0,0,0,80,80
7,0,0,0,0,0,80,80
8,0,0,0,0,0,80,80
9,0,0,0,0,0,80,80
10,0,0,0,0,0,80,80
11,0.8925677551769228,265,226,245,212,-93,-53
12,0.7680487690767785,354,154,437,589,8,50
13,0,0,0,0,0,80,80
14,0.630257583853074,384,139,382,62,-24,33
15,0.8071489549644356,620,93,406,159,-15,-99
16,0,0,0,0,0,80,80
17,0.6770862680781631,379,71,351,488,27,-69
18,0.7672490915281679,256,74,294,504,-74,99
19,0.7215465978979048,477,542,161,556,26,-45
20,0,0,0,0,0,80,80
21,0,0,0,0,0,80,80
22,0,0,0,0,0,80,80
23,0.8972624189043724,450,95,395,507,-33,-39
24,0.9664331153614305,291,178,464,479,-52,28
25,0,0,0,0,0,80,80
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0.9224533303436238,427,613,54,20,0,-80
29,0,0,0,0,0,80,80
30,0,0,0,0,0,80,80
31,0,0,0,0,0,80,80
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0.9863830803853447,76,454,382,521,-89,-82
36,0.8733559234231445,239,318,186,276,-86,-63
37,0.7506437648416695,133,400,201,390,-93,90
38,0,0,0,0,0,80,80
39,0,0,0,0,0,80,80
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0.8584718589647501,543,394,79,471,28,62
43,0,0,0,0,0,80,80
44,0.6618536521840169,398,171,517,372,15,-29
45,0.8439005108603234,2,428,481,44,-61,-75
46,0,0,0,0,0,80,80
47,0.7586703001804518,232,557,16,52,-92,27
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0.621265456677698,20,106,139,18,68,80
51,0,0,0,0,0,80,80
52,0,0,0,0,0,80,80
53,0.9639220023849623,595,330,37,205,73,0
54,0,0,0,0,0,80,80
55,0.7853040541380141,40,567,68,123,-61,-25
56,0,0,0,0,0,80,80
57,0.7510565803488192,353,150,574,110,-60,55
58,0.8292039089949064,101,336,285,599,69,71
59,0.6254968594560778,293,604,309,293,-37,29
60,0,0,0,0,0,80,80
61,0,0,0,0,0,80,80
62,0.7309138866137952,306,205,550,112,-93,6
63,0.7650440640846744,77,387,458,34,-21,100
64,0.922662740592155,323,573,129,112,-53,-92
65,0,0,0,0,0,80,80
66,0,0,0,0,0,80,80
67,0,0,0,0,0,80,80
68,0,0,0,0,0,80,80
69,0,0,0,0,0,80,80
70,0.8475701393025777,317,192,138,41,63,-47
71,0,0,0,0,0,80,80
72,0,0,0,0,0,80,80
73,0.7433498272318781,554,149,393,409,-7,24
74,0.7497584001790629,219,30,354,220,93,-1
75,0,0,0,0,0,80,80
76,0,0,0,0,0,80,80
77,0,0,0,0,0,80,80
78,0.6100966327052212,502,498,42,492,23,63
79,0,0,0,0,0,80,80
80,0,0,0,0,0,80,80
81,0,0,0,0,0,80,80
82,0,0,0,0,0,80,80
83,0,0,0,0,0,80,80
84,0.7265620989252567,309,566,242,348,22,77
85,0,0,0,0,0,80,80
86,0.7625997452376202,475,377,59,605,37,96
87,0,0,0,0,0,80,80
88,0,0,0,0,0,80,80
89,0.9772897985570925,454,383,217,15,-12,-54
90,0,0,0,0,0,80,80
91,0,0,0,0,0,80,80
92,0.693877135509182,224,347,97,0,54,-43
93,0.907632185626249,477,36,350,567,-85,28
94,0.6099632019522956,455,296,420,526,-89,-34
95,0,0,0,0,0,80,80
96,0,0,0,0,0,80,80
97,0.720318933412493,444,614,569,181,9,-24
98,0,0,0,0,0,80,80
99,0.9784622221817936,36,521,303,313,-93,64
100,0,0,0,0,0,80,80
