T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0,0,0,0,0,80,80
3,0,0,0,0,0,80,80
4,0.9524990173316082,239,43,440,142,-59,-41
5,0,0,0,0,0,80,80
6,0.9806712560842956,517,185,424,226,-4,17
7,0.7296579166276745,552,500,466,294,-83,-93
8,0,0,0,0,0,80,80
9,0.7798418791288733,292,573,409,412,-45,69
10,0.8671766627945942,171,98,79,206,-47,36
11,0,0,0,0,0,80,80
12,0.8329743710334788,165,186,183,119,-58,12
13,0,0,0,0,0,80,80
14,0,0,0,0,0,80,80
15,0,0,0,0,0,80,80
16,0.9817498955650542,42,195,198,569,97,52
17,0,0,0,0,0,80,80
18,0,0,0,0,0,80,80
19,0.7908475359886212,485,184,201,281,-28,-78
20,0,0,0,0,0,80,80
21,0,0,0,0,0,80,80
22,0,0,0,0,0,80,80
23,0.9760670551433165,246,143,611,322,62,44
24,0.7332079761485211,197,359,327,414,30,-11
25,0,0,0,0,0,80,80
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0.6121563723880357,27,605,82,321,73,-49
29,0,0,0,0,0,80,80
30,0,0,0,0,0,80,80
31,0.8857437686339233,54,408,201,49,-32,-52
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0.6886893033447083,325,275,430,222,36,25
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0,0,0,0,0,80,80
39,0,0,0,0,0,80,80
40,0,0,0,0,0,80,80
41,0.6694740364292098,35,266,88,26,91,-55
42,0.8774120659476764,531,270,357,232,4,-42
43,0,0,0,0,0,80,80
44,0,0,0,0,0,80,80
45,0,0,0,0,0,80,80
46,0.6719559342353918,169,604,529,105,-3,-10
47,0,0,0,0,0,80,80
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0.7880908106714687,394,569,586,559,60,82
51,0.7451972382680818,17,54,552,567,-22,-49
52,0.6392275253574918,403,537,21,525,-45,23
53,0.8086695621920303,262,357,547,72,58,73
54,0.615070517717443,462,512,137,218,77,28
55,0.9230665748185812,496,161,119,122,-39,-85
56,0.7825585005001765,101,419,604,94,-87,-33
57,0,0,0,0,0,80,80
58,0.6279311689629098,505,555,118,350,-23,-90
59,0,0,0,0,0,80,80
60,0,0,0,0,0,80,80
61,0,0,0,0,0,80,80
62,0,0,0,0,0,80,80
63,0.6085594745872461,486,372,463,51,-59,-19
64,0,0,0,0,0,80,80
65,0,0,0,0,0,80,80
66,0,0,0,0,0,80,80
67,0,0,0,0,0,80,80
68,0,0,0,0,0,80,80
69,0,0,0,0,0,80,80
70,0.6388732856605935,538,239,546,12,-36,80
71,0,0,0,0,0,80,80
72,0,0,0,0,0,80,80
73,0,0,0,0,0,80,80
74,0.6499754740801166,613,281,197,39,-9,-12
75,0.7677815240659066,324,260,368,18,-49,-34
76,0.8190625488852802,581,148,391,0,61,9
77,0.9756705902628091,15,586,136,316,24,-31
78,0.9755635482649164,304,447,542,517,36,98
79,0,0,0,0,0,80,80
80,0,0,0,0,0,80,80
81,0.982095619682338,570,320,195,348,10,-44
82,0,0,0,0,0,80,80
83,0,0,0,0,0,80,80
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0.9321827736258743,464,11,217,13,2,64
87,0.8876740478085745,283,506,375,335,-27,-74
88,0,0,0,0,0,80,80
89,0,0,0,0,0,80,80
90,0,0,0,0,0,80,80
91,0,0,0,0,0,80,80
92,0,0,0,0,0,80,80
93,0.995250323487345,555,473,191,149,16,34
94,0.9111812997803287,14,100,491,114,-51,22
95,0.9095606045296379,271,459,155,319,-29,25
96,0,0,0,0,0,80,80
97,0,0,0,0,0,80,80
98,0.6954289226602343,553,299,537,302,-96,89
99,0,0,0,0,0,80,80
100,0,0,0,0,0,80,80
