T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0.9969165551030348,506,204,481,409,21,12
3,0.7178283248239801,138,325,30,259,-31,80
4,0.7250324691726837,201,268,284,101,-76,67
5,0,0,0,0,0,80,80
6,0,0,0,0,0,80,80
7,0,0,0,0,0,80,80
8,0,0,0,0,0,80,80
9,0.6260400492081507,534,484,578,617,30,-32
10,0,0,0,0,0,80,80
11,0,0,0,0,0,80,80
12,0,0,0,0,0,80,80
13,0.9206321723070922,582,482,146,103,-54,22
14,0.6341901339973721,511,387,538,601,54,60
15,0,0,0,0,0,80,80
16,0.9810631704695209,277,7,508,580,-25,90
17,0.822788503708746,517,606,501,607,0,-28
18,0,0,0,0,0,80,80
19,0,0,0,0,0,80,80
20,0.8423009620613691,335,417,394,295,4,-47
21,0,0,0,0,0,80,80
22,0,0,0,0,0,80,80
23,0.9242056248274797,187,343,538,12,-92,-91
24,0.9684944828499301,602,223,406,496,13,-32
25,0,0,0,0,0,80,80
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0.8723168825378971,364,71,6,339,-41,-78
29,0.8028915128934904,494,377,75,511,-57,88
30,0.9981081152264224,467,52,587,492,28,-73
31,0,0,0,0,0,80,80
32,0.7700226489610905,122,405,284,291,7,67
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0.8292336483469964,210,605,153,158,50,-11
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0.7213182101042791,407,194,29,228,4,-2
39,0.6723187394162621,270,245,88,359,46,78
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0.8293800198427123,573,485,159,295,-58,40
43,0,0,0,0,0,80,80
44,0,0,0,0,0,80,80
45,0.982920414857351,537,455,181,241,-6,-91
46,0.7592190509247915,221,269,583,230,96,-72
47,0,0,0,0,0,80,80
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0.6317056269788675,369,46,320,62,21,28
51,0,0,0,0,0,80,80
52,0,0,0,0,0,80,80
53,0,0,0,0,0,80,80
54,0.8245727592212775,523,204,426,564,-92,17
55,0.9023009389425617,522,339,383,88,-14,88
56,0,0,0,0,0,80,80
57,0.9040504743731931,460,466,199,60,-94,-35
58,0.9089539730477438,611,234,553,121,2,5
59,0,0,0,0,0,80,80
60,0,0,0,0,0,80,80
61,0,0,0,0,0,80,80
62,0,0,0,0,0,80,80
63,0.7890700114202409,478,143,387,466,9,-61
64,0,0,0,0,0,80,80
65,0,0,0,0,0,80,80
66,0,0,0,0,0,80,80
67,0,0,0,0,0,80,80
68,0.6574220426353778,544,416,502,123,-21,-79
69,0.6418057242230213,78,466,514,6,-25,54
70,0,0,0,0,0,80,80
71,0,0,0,0,0,80,80
72,0,0,0,0,0,80,80
73,0.61592655603191,144,181,280,158,53,-76
74,0.9182669196675117,253,471,264,460,39,-4
75,0.9601625429827315,570,20,221,204,24,47
76,0,0,0,0,0,80,80
77,0.9739632419799121,247,150,104,474,-14,39
78,0.6610513098303897,395,380,20,453,28,77
79,0.7603376852310639,216,40,388,386,-65,-36
80,0.8527989992673001,131,594,309,27,-33,66
81,0.877864137240286,458,444,73,332,-35,54
82,0,0,0,0,0,80,80
83,0,0,0,0,0,80,80
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0,0,0,0,0,80,80
87,0.7600993479539933,56,278,528,60,-15,-23
88,0,0,0,0,0,80,80
89,0,0,0,0,0,80,80
90,0,0,0,0,0,80,80
91,0.9726483217217806,514,274,558,592,-32,-28
92,0,0,0,0,0,80,80
93,0,0,0,0,0,80,80
94,0,0,0,0,0,80,80
95,0,0,0,0,0,80,80
96,0.9160591708818314,372,166,563,471,11,78
97,0.6036872210503078,4,526,164,542,-48,-10
98,0.8209695175591895,422,316,343,224,62,62
99,0,0,0,0,0,80,80
100,0,0,0,0,0,80,80
