T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0,0,0,0,0,80,80
3,0,0,0,0,0,80,80
4,0,0,0,0,0,80,80
5,0.9310795369876241,598,281,307,427,-15,-58
6,0.9854764549558193,248,499,539,211,-33,-40
7,0,0,0,0,0,80,80
8,0,0,0,0,0,80,80
9,0,0,0,0,0,80,80
10,0.9398011250979538,174,398,598,338,-40,15
11,0.867891539421682,269,377,513,332,-31,71
12,0.6271920771324582,470,272,124,318,88,20
13,0,0,0,0,0,80,80
14,0.6783848035461165,151,180,81,559,68,-92
15,0.7351508287253966,604,426,276,72,-95,-17
16,0,0,0,0,0,80,80
17,0.7123887933671987,247,501,292,304,63,10
18,0.8662473159128613,227,118,425,76,-63,27
19,0.6315135290298736,58,18,208,410,33,-78
20,0,0,0,0,0,80,80
21,0.962685604536844,131,583,619,507,-60,50
22,0.654381529534958,177,127,274,186,-40,71
23,0,0,0,0,0,80,80
24,0,0,0,0,0,80,80
25,0.689194233635222,326,570,6,295,-23,-32
26,0,0,0,0,0,80,80
27,0.712506880867423,14,238,296,316,-29,78
28,0.9193340664260046,398,74,115,471,32,99
29,0,0,0,0,0,80,80
30,0,0,0,0,0,80,80
31,0.8383325727136394,508,169,560,143,58,-19
32,0.875826152596837,439,240,368,355,-93,45
33,0,0,0,0,0,80,80
34,0.9125046611765886,259,92,120,71,23,66
35,0.8903426557018496,425,399,123,235,57,-15
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0,0,0,0,0,80,80
39,0,0,0,0,0,80,80
40,0.7378902705084225,285,565,28,193,17,26
41,0.963040406676013,469,128,482,512,-70,-68
42,0,0,0,0,0,80,80
43,0,0,0,0,0,80,80
44,0.9882402223080305,392,246,325,213,-71,-47
45,0.7951138215496248,309,170,257,413,7,-8
46,0,0,0,0,0,80,80
47,0,0,0,0,0,80,80
48,0.7438163601396911,618,575,41,78,-8,52
49,0.6137110171454148,389,516,180,487,38,-33
50,0.733380035233971,178,586,300,262,-49,-66
51,0,0,0,0,0,80,80
52,0.8424985861466884,198,356,364,198,53,11
53,0.6422997547662532,192,67,536,112,11,97
54,0,0,0,0,0,80,80
55,0,0,0,0,0,80,80
56,0.6613666082730659,58,466,122,200,60,65
57,0.806291416141692,150,342,407,620,-82,-76
58,0.8564054870109318,553,440,583,193,29,65
59,0,0,0,0,0,80,80
60,0,0,0,0,0,80,80
61,0,0,0,0,0,80,80
62,0.9032294818192946,375,34,225,168,-52,65
63,0.7036052763950897,289,579,434,131,14,-75
64,0,0,0,0,0,80,80
65,0,0,0,0,0,80,80
66,0.9025211149986322,302,167,249,145,-70,6
67,0,0,0,0,0,80,80
68,0,0,0,0,0,80,80
69,0,0,0,0,0,80,80
70,0.7444810277460245,257,264,283,434,-66,-14
71,0.780233804350126,466,254,108,258,63,-61
72,0.654935418679604,77,197,100,136,-100,72
73,0.9494221232751013,526,559,145,12,92,84
74,0.6308223442070394,256,385,310,601,69,22
75,0.7659763153815535,51,377,613,180,56,-76
76,0.989913565683397,4,450,524,235,5,-31
77,0,0,0,0,0,80,80
78,0,0,0,0,0,80,80
79,0,0,0,0,0,80,80
80,0.806686734921077,238,0,467,44,17,54
81,0,0,0,0,0,80,80
82,0,0,0,0,0,80,80
83,0,0,0,0,0,80,80
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0,0,0,0,0,80,80
87,0,0,0,0,0,80,80
88,0,0,0,0,0,80,80
89,0.8061815379652837,497,330,436,43,-23,32
90,0.805240376900191,126,536,85,329,-29,-54
91,0,0,0,0,0,80,80
92,0.9227470733028454,454,337,507,427,-5,90
93,0,0,0,0,0,80,80
94,0,0,0,0,0,80,80
95,0.9634883915826801,187,223,80,455,-6,52
96,0,0,0,0,0,80,80
97,0,0,0,0,0,80,80
98,0.9044741021413623,502,611,451,395,-10,98
99,0,0,0,0,0,80,80
100,0.7925277921463353,434,87,27,27,91,39
