T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0,0,0,0,0,80,80
3,0,0,0,0,0,80,80
4,0.7467991345710597,371,460,502,536,21,-89
5,0.759261261887465,334,285,170,541,-63,-94
6,0,0,0,0,0,80,80
7,0.811747263627589,576,488,511,183,-85,-4
8,0.6054951023516317,133,508,124,77,87,57
9,0.91362327099345,247,100,163,275,-76,44
10,0.7389910667991814,12,244,188,2,-18,86
11,0,0,0,0,0,80,80
12,0.7007272023533133,132,184,12,101,-45,41
13,0.7546051311195869,342,71,220,42,-69,-69
14,0.6085612671617388,380,427,16,169,-65,-56
15,0,0,0,0,0,80,80
16,0.696392077096711,231,159,19,454,-86,-77
17,0.8087672680416322,550,402,277,475,-2,-93
18,0,0,0,0,0,80,80
19,0.6346345659305105,135,65,519,233,-15,-60
20,0.8462609254590406,612,571,26,299,96,77
21,0,0,0,0,0,80,80
22,0,0,0,0,0,80,80
23,0,0,0,0,0,80,80
24,0.6492364392058179,504,579,450,448,-88,-9
25,0,0,0,0,0,80,80
26,0,0,0,0,0,80,80
27,0.6727236625660465,91,528,111,305,24,23
28,0.9152135337594135,496,423,116,116,-39,42
29,0,0,0,0,0,80,80
30,0,0,0,0,0,80,80
31,0.9537394580110686,305,221,404,225,49,15
32,0.8556733849671615,90,602,210,70,-55,65
33,0,0,0,0,0,80,80
34,0.8652597139857134,364,86,236,211,-84,33
35,0.7107187255479721,549,76,119,440,-67,95
36,0,0,0,0,0,80,80
37,0,0,0,0,0,80,80
38,0,0,0,0,0,80,80
39,0.860053499022556,8,301,133,599,83,-90
40,0,0,0,0,0,80,80
41,0,0,0,0,0,80,80
42,0,0,0,0,0,80,80
43,0,0,0,0,0,80,80
44,0.7184870669507256,408,97,363,269,-43,47
45,0,0,0,0,0,80,80
46,0.735862535942405,293,403,482,250,54,-54
47,0,0,0,0,0,80,80
48,0,0,0,0,0,80,80
49,0,0,0,0,0,80,80
50,0.9475032366757716,147,533,24,585,-70,16
51,0,0,0,0,0,80,80
52,0,0,0,0,0,80,80
53,0,0,0,0,0,80,80
54,0,0,0,0,0,80,80
55,0,0,0,0,0,80,80
56,0,0,0,0,0,80,80
57,0.9388380710021712,570,551,370,3,75,5
58,0,0,0,0,0,80,80
59,0.7887089061737257,448,225,230,278,-95,-75
60,0.7072895924406455,95,142,251,140,-48,-17
61,0,0,0,0,0,80,80
62,0,0,0,0,0,80,80
63,0.7032002953523768,618,157,134,34,38,32
64,0,0,0,0,0,80,80
65,0,0,0,0,0,80,80
66,0.8464017406985181,239,385,290,63,-37,-4
67,0.9787231987706033,32,36,501,525,-7,100
68,0,0,0,0,0,80,80
69,0.6676479274954985,22,542,0,10,-3,65
70,0,0,0,0,0,80,80
71,0.7483461969393196,195,65,324,365,1,68
72,0,0,0,0,0,80,80
73,0,0,0,0,0,80,80
74,0,0,0,0,0,80,80
75,0.9919708687429389,577,309,619,136,-3,-91
76,0,0,0,0,0,80,80
77,0.6719113649797107,137,362,422,6,-95,-22
78,0.7717542832106762,462,205,415,162,47,14
79,0,0,0,0,0,80,80
80,0,0,0,0,0,80,80
81,0,0,0,0,0,80,80
82,0,0,0,0,0,80,80
83,0,0,0,0,0,80,80
84,0.6641853118572273,275,297,41,569,0,1
85,0,0,0,0,0,80,80
86,0,0,0,0,0,80,80
87,0,0,0,0,0,80,80
88,0,0,0,0,0,80,80
89,0.661357565906585,93,405,599,517,-78,-13
90,0.7490840098012016,138,315,38,470,-88,59
91,0,0,0,0,0,80,80
92,0,0,0,0,0,80,80
93,0.8581805290842294,33,346,1,453,32,-4
94,0.7207656483110843,456,359,94,193,72,40
95,0.6215615579005044,557,269,212,223,69,-55
96,0,0,0,0,0,80,80
97,0.802645554131757,489,162,460,379,-60,64
98,0,0,0,0,0,80,80
99,0.6214241510669245,135,386,38,144,85,64
100,0,0,0,0,0,80,80
