T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0.6692760657457285,83,346,45,556,-2,16
2,0.8106132657161795,316,544,475,23,-21,40
3,0.9272711115765706,474,174,95,499,45,-42
4,0,0,0,0,0,80,80
5,0,0,0,0,0,80,80
6,0,0,0,0,0,80,80
7,0.6766511708183788,198,425,338,468,-98,67
8,0.6811309772642586,222,536,296,479,-79,-97
9,0,0,0,0,0,80,80
10,0.782149482546657,485,147,546,583,-67,-11
11,0.7988368475089426,248,552,455,437,-98,-62
12,0,0,0,0,0,80,80
13,0.8896296728650732,337,584,491,254,-27,-40
14,0,0,0,0,0,80,80
15,0.9515181983656367,27,232,69,107,19,-54
16,0,0,0,0,0,80,80
17,0,0,0,0,0,80,80
18,0,0,0,0,0,80,80
19,0.617318628655468,26,177,6,147,14,80
20,0,0,0,0,0,80,80
21,0,0,0,0,0,80,80
22,0.6171530847522188,499,594,280,557,97,-69
23,0,0,0,0,0,80,80
24,0,0,0,0,0,80,80
25,0.7301102210755032,314,4,166,15,89,-87
26,0.8916827050959236,137,322,202,600,-27,30
27,0.75649698500569,105,420,481,349,1,79
28,0.6422103340347456,487,455,425,321,63,91
29,0.9459082081806852,65,107,80,14,37,2
30,0,0,0,0,0,80,80
31,0,0,0,0,0,80,80
32,0.9968511131447263,617,160,461,489,-35,9
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0.7815233696106284,575,18,71,156,-92,46
36,0,0,0,0,0,80,80
37,0.6048533469575035,125,316,39,483,67,53
38,0.8952672005564152,287,463,613,479,34,98
39,0,0,0,0,0,80,80
40,0.9404380897014722,153,373,517,418,29,56
41,0,0,0,0,0,80,80
42,0,0,0,0,0,80,80
43,0,0,0,0,0,80,80
44,0,0,0,0,0,80,80
45,0,0,0,0,0,80,80
46,0,0,0,0,0,80,80
47,0,0,0,0,0,80,80
48,0,0,0,0,0,80,80
49,0.7227778370679002,116,2,352,303,-34,63
50,0,0,0,0,0,80,80
51,0.9696592383792341,364,129,49,467,6,49
52,0.6911007152959274,501,190,287,154,-74,91
53,0.7246989247203768,265,400,404,136,94,-3
54,0,0,0,0,0,80,80
55,0,0,0,0,0,80,80
56,0,0,0,0,0,80,80
57,0,0,0,0,0,80,80
58,0.64088403696974,125,477,443,290,-62,47
59,0.6409091792490099,612,208,554,465,26,19
60,0.9756955090382085,500,9,491,233,-79,14
61,0.7217010225245019,83,579,49,332,-6,-45
62,0,0,0,0,0,80,80
63,0.605962817065718,227,463,603,120,71,17
64,0.8346461499155166,78,147,82,208,19,89
65,0,0,0,0,0,80,80
66,0.9836675770736754,252,199,62,197,-94,65
67,0,0,0,0,0,80,80
68,0,0,0,0,0,80,80
69,0,0,0,0,0,80,80
70,0,0,0,0,0,80,80
71,0,0,0,0,0,80,80
72,0,0,0,0,0,80,80
73,0,0,0,0,0,80,80
74,0.9966625006190233,436,150,135,619,32,-31
75,0.7003857766439402,28,182,213,71,48,-80
76,0,0,0,0,0,80,80
77,0,0,0,0,0,80,80
78,0.8251931861919101,28,163,462,601,-78,-32
79,0,0,0,0,0,80,80
80,0.8819646672369993,283,109,551,376,-35,-60
81,0,0,0,0,0,80,80
82,0,0,0,0,0,80,80
83,0,0,0,0,0,80,80
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0,0,0,0,0,80,80
87,0,0,0,0,0,80,80
88,0.9358461477727478,320,485,367,191,-48,-30
89,0.7867651797731832,538,129,447,558,-26,13
90,0,0,0,0,0,80,80
91,0.6306875630414592,259,201,110,585,46,67
92,0,0,0,0,0,80,80
93,0.7823655748725945,467,338,256,562,-89,20
94,0,0,0,0,0,80,80
95,0.9909743127310308,201,277,184,303,-100,-16
96,0.7229388159883371,222,554,594,420,38,95
97,0.8917717582488894,524,560,13,535,60,91
98,0,0,0,0,0,80,80
99,0,0,0,0,0,80,80
100,0,0,0,0,0,80,80
