T[s],confidence,x1,y1,x2,y2,left-motor,right-motor
1,0,0,0,0,0,80,80
2,0,0,0,0,0,80,80
3,0,0,0,0,0,80,80
4,0.67345952236318,49,446,128,219,31,90
5,0,0,0,0,0,80,80
6,0,0,0,0,0,80,80
7,0,0,0,0,0,80,80
8,0.8148432652421943,418,512,514,155,71,14
9,0,0,0,0,0,80,80
10,0.7417767866374606,358,262,381,63,-14,77
11,0,0,0,0,0,80,80
12,0.722576608785404,415,186,453,521,21,67
13,0,0,0,0,0,80,80
14,0.870331389131996,61,3,313,224,-95,-73
15,0.9374850904325969,561,59,182,116,17,-79
16,0.7993978303582784,379,97,497,251,23,-70
17,0,0,0,0,0,80,80
18,0,0,0,0,0,80,80
19,0,0,0,0,0,80,80
20,0.7951590916488555,71,91,571,187,-92,96
21,0,0,0,0,0,80,80
22,0.601394323616201,284,518,501,618,-15,33
23,0.7706940508522815,287,407,499,452,57,-48
24,0.7285076198652706,592,290,257,181,97,-82
25,0,0,0,0,0,80,80
26,0,0,0,0,0,80,80
27,0,0,0,0,0,80,80
28,0,0,0,0,0,80,80
29,0,0,0,0,0,80,80
30,0,0,0,0,0,80,80
31,0,0,0,0,0,80,80
32,0,0,0,0,0,80,80
33,0,0,0,0,0,80,80
34,0,0,0,0,0,80,80
35,0,0,0,0,0,80,80
36,0,0,0,0,0,80,80
37,0.897423142730744,165,1,67,230,-93,97
38,0,0,0,0,0,80,80
39,0.7583241434019568,106,498,341,26,28,26
40,0,0,0,0,0,80,80
41,0.7637107617811101,38,82,41,20,-33,96
42,0,0,0,0,0,80,80
43,0,0,0,0,0,80,80
44,0,0,0,0,0,80,80
45,0.9541155675562076,132,225,135,432,-30,-29
46,0.7737681897913505,472,460,308,443,-100,-76
47,0.9983743339227592,486,87,135,35,-29,-11
48,0,0,0,0,0,80,80
49,0.8645625804309232,74,65,447,360,6,98
50,0,0,0,0,0,80,80
51,0.9305092944100032,227,509,220,26,-12,-41
52,0,0,0,0,0,80,80
53,0,0,0,0,0,80,80
54,0,0,0,0,0,80,80
55,0,0,0,0,0,80,80
56,0,0,0,0,0,80,80
57,0.9489200212494368,23,29,347,169,54,70
58,0,0,0,0,0,80,80
59,0,0,0,0,0,80,80
60,0.6523451231119929,200,116,71,525,-89,41
61,0,0,0,0,0,80,80
62,0.9963936776813342,351,135,208,367,59,75
63,0.6061730633969634,387,89,582,340,-99,32
64,0,0,0,0,0,80,80
65,0,0,0,0,0,80,80
66,0,0,0,0,0,80,80
67,0,0,0,0,0,80,80
68,0.962680010755088,130,298,219,365,-15,-98
69,0.8885469326701301,323,473,247,566,52,-30
70,0,0,0,0,0,80,80
71,0,0,0,0,0,80,80
72,0.9359722209212729,241,193,52,468,-10,-65
73,0.9582417039414626,491,594,278,15,-76,6
74,0.7048485778341947,100,590,438,533,-93,-57
75,0.8733257499626748,455,77,610,279,-43,-35
76,0,0,0,0,0,80,80
77,0.6170461353642648,134,499,325,204,-53,89
78,0,0,0,0,0,80,80
79,0.7956653660247274,399,90,435,366,-16,67
80,0,0,0,0,0,80,80
81,0.8901510712490593,108,36,386,49,-3,-72
82,0,0,0,0,0,80,80
83,0,0,0,0,0,80,80
84,0,0,0,0,0,80,80
85,0,0,0,0,0,80,80
86,0,0,0,0,0,80,80
87,0,0,0,0,0,80,80
88,0,0,0,0,0,80,80
89,0.9066270852909312,122,558,440,550,81,68
90,0,0,0,0,0,80,80
91,0,0,0,0,0,80,80
92,0,0,0,0,0,80,80
93,0.9056601701191144,202,472,90,68,43,-19
94,0,0,0,0,0,80,80
95,0,0,0,0,0,80,80
96,0,0,0,0,0,80,80
97,0.7457149767995767,337,580,157,305,-51,-10
98,0.8617463844235923,163,2,315,128,-17,-87
99,0.8895250110157077,127,159,300,475,-78,30
100,0,0,0,0,0,80,80
